Name,Type,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Next Monday,Next Tuesday,Next Wednesday,Next Thursday,Next Friday,Next Saturday,Next Sunday
Margaret Rodriguez,Admin,111 010,111 010,X,100 100,X,110 010,001 001,X,110 100,X,111 001,X,001 001,111 100
Liam White,Doctor,101 001,011 010,X,X,100 100,111 100,X,111 100,011 001,X,111 100,X,100 100,110 100
James Clark,Admin,101 001,101 001,001 001,110 010,X,110 010,011 010,100 100,011 001,X,X,111 001,111 100,111 010
Ava Gonzalez,Nurse,X,111 100,001 001,001 001,X,010 010,011 001,110 010,111 001,011 001,111 100,110 100,110 010,111 010
Charlotte Allen,Admin,X,111 010,111 010,011 010,001 001,111 001,111 010,X,011 010,X,101 100,101 100,X,111 001
Elijah Moore,Nurse,X,100 100,010 010,X,X,101 001,111 001,111 001,X,101 001,X,111 100,001 001,011 010
David King,Nurse,X,111 001,110 100,111 001,011 010,110 010,111 001,110 010,X,111 001,100 100,001 001,111 100,110 100
James Jackson,Doctor,X,010 010,011 010,110 010,X,100 100,111 001,X,111 100,101 001,X,010 010,111 010,111 100
Elizabeth Robinson,Nurse,111 100,111 010,011 001,111 010,010 010,111 010,X,001 001,X,001 001,100 100,111 001,X,110 100
John Clark,Admin,X,001 001,101 001,111 001,101 001,011 010,X,X,010 010,X,110 100,X,111 100,101 100
Patricia Wright,Nurse,011 001,010 010,010 010,111 100,111 001,111 010,111 010,X,X,111 100,111 010,100 100,101 100,X
Lisa Hernandez,Nurse,100 100,011 010,110 100,111 010,001 001,X,X,X,101 100,010 010,110 010,010 010,101 001,X
Noah Smith,Doctor,111 010,X,X,010 010,101 001,X,111 001,X,100 100,101 001,110 100,010 010,110 010,111 010
Charlotte Davis,Doctor,111 001,001 001,011 001,X,X,111 001,111 001,100 100,101 001,X,X,111 001,X,X
Richard Brown,Nurse,101 001,X,X,101 001,111 100,110 100,X,X,111 100,100 100,111 010,111 001,011 001,001 001
Jennifer Scott,Nurse,111 010,X,X,X,X,111 100,X,101 001,110 100,X,001 001,011 001,001 001,101 100
Olivia Taylor,Doctor,010 010,X,111 010,111 100,111 100,011 010,111 100,100 100,010 010,X,010 010,X,111 010,111 001
Amelia Anderson,Nurse,X,111 001,X,100 100,110 100,111 100,100 100,001 001,X,X,X,X,111 001,X
Margaret Nguyen,Admin,011 010,111 010,X,101 100,110 100,111 001,X,101 001,X,111 100,X,100 100,110 100,111 001
William Anderson,Nurse,X,X,X,111 001,X,010 010,X,101 001,X,111 010,111 010,110 010,010 010,X
Joseph Taylor,Doctor,111 001,111 010,110 100,101 001,X,001 001,111 001,111 010,111 100,111 010,X,110 010,111 010,010 010
Margaret Taylor,Doctor,101 100,X,111 001,011 001,011 010,010 010,X,011 010,101 001,X,011 001,001 001,101 100,110 100
Thomas Thomas,Doctor,X,111 010,001 001,X,110 010,111 100,010 010,X,111 100,X,110 010,111 001,011 001,011 001
Elijah Nguyen,Nurse,001 001,110 010,110 100,011 001,111 100,100 100,100 100,X,X,111 100,111 010,111 010,111 100,010 010
Alexander King,Doctor,X,X,010 010,001 001,101 001,X,110 100,X,X,010 010,111 001,X,111 010,100 100
Benjamin Lewis,Doctor,010 010,X,101 100,111 001,110 010,100 100,001 001,111 001,111 100,111 100,X,X,111 100,111 100
Oliver Nguyen,Admin,111 010,111 100,110 010,111 010,111 100,011 010,110 100,X,111 100,X,101 001,X,X,X
John Robinson,Doctor,111 010,X,001 001,100 100,101 100,010 010,011 010,X,110 010,X,100 100,011 001,001 001,100 100
Mary Allen,Nurse,111 100,111 010,010 010,101 001,X,001 001,101 001,111 010,111 001,101 100,X,X,100 100,010 010
Jennifer Thompson,Doctor,001 001,111 010,X,001 001,110 100,111 001,001 001,111 001,111 010,010 010,110 010,111 010,110 100,X
Dorothy Robinson,Nurse,100 100,111 100,101 001,110 010,X,X,100 100,111 001,X,111 001,010 010,001 001,100 100,X
John Perez,Doctor,001 001,001 001,110 010,X,111 001,010 010,111 001,111 010,X,111 010,111 100,110 010,111 001,111 010
Harper Perez,Doctor,X,111 010,X,010 010,010 010,010 010,111 100,111 100,011 001,001 001,101 100,010 010,111 001,X
David Clark,Doctor,010 010,111 001,101 001,010 010,111 100,111 010,X,100 100,001 001,X,X,001 001,111 100,110 010
James Walker,Doctor,101 001,111 001,101 100,011 010,010 010,111 100,001 001,010 010,110 100,001 001,101 001,X,X,111 100
Margaret Thompson,Admin,100 100,001 001,111 100,X,010 010,110 100,010 010,110 100,111 001,010 010,011 010,111 100,111 100,X
John Young,Admin,001 001,X,101 001,101 100,X,111 100,111 001,X,111 010,111 100,001 001,X,X,100 100
Noah Walker,Nurse,X,111 001,X,111 010,001 001,X,010 010,110 100,101 100,110 100,100 100,110 010,101 001,111 001
Sophia Allen,Doctor,111 001,X,X,111 001,011 010,111 100,111 001,101 001,111 010,111 100,111 100,001 001,011 010,111 001
Michael Martinez,Nurse,111 100,110 100,001 001,111 100,111 100,X,001 001,111 001,111 010,010 010,111 001,X,X,110 010
Mary Lopez,Nurse,001 001,X,X,X,001 001,110 100,X,X,X,X,111 001,X,X,111 001
Amelia Walker,Admin,111 100,X,X,111 100,110 010,001 001,010 010,001 001,001 001,101 100,X,010 010,X,100 100
Alexander Flores,Nurse,011 010,X,111 010,110 100,001 001,001 001,101 001,001 001,010 010,010 010,100 100,001 001,111 010,X
Richard Ramirez,Nurse,101 001,110 100,X,111 100,010 010,100 100,X,111 001,110 010,011 001,111 010,110 100,X,100 100
Noah Thompson,Admin,X,011 001,X,X,101 100,X,100 100,X,X,111 100,X,010 010,X,X
Mary Sanchez,Doctor,X,011 001,100 100,X,010 010,100 100,X,001 001,110 100,111 010,100 100,011 001,110 010,X
Richard Robinson,Admin,111 001,X,110 010,111 010,111 001,X,111 001,X,010 010,011 001,100 100,X,111 001,011 001
Charlotte Thomas,Admin,111 001,111 001,111 010,111 010,111 100,101 100,110 100,X,001 001,111 001,111 010,011 010,X,011 001
Elizabeth Moore,Doctor,100 100,011 001,111 001,111 010,111 010,010 010,111 010,X,001 001,111 010,110 100,010 010,011 001,X
David Torres,Admin,X,X,111 010,111 001,101 001,X,111 010,101 001,001 001,011 010,110 010,010 010,100 100,101 100
Dorothy Thomas,Nurse,100 100,X,X,010 010,111 001,100 100,001 001,X,X,011 001,101 001,101 100,111 001,001 001
Isabella Johnson,Admin,111 001,111 100,X,111 010,001 001,X,111 100,100 100,111 100,111 001,X,001 001,001 001,100 100
Lisa Allen,Nurse,011 010,111 001,111 010,X,001 001,110 010,111 001,111 010,X,001 001,X,111 100,X,111 100
Charlotte King,Nurse,010 010,111 100,X,111 010,111 100,X,011 010,010 010,011 001,111 001,011 001,X,101 100,X
Margaret Clark,Doctor,110 010,011 010,010 010,X,X,011 001,001 001,X,010 010,011 001,X,111 010,111 100,100 100
Mary King,Doctor,110 100,101 100,011 010,X,001 001,100 100,101 100,111 001,X,X,110 100,110 010,110 100,001 001
Elizabeth Lopez,Doctor,101 100,100 100,100 100,111 001,100 100,X,X,X,111 100,111 100,X,111 001,111 001,111 100
Amelia Smith,Nurse,001 001,101 001,111 001,X,X,100 100,X,011 001,001 001,X,111 010,111 010,001 001,X
William Torres,Nurse,010 010,100 100,111 001,X,101 100,111 001,100 100,X,001 001,101 001,X,110 010,111 001,X
Amelia Hill,Nurse,101 001,111 100,001 001,100 100,111 010,X,100 100,101 100,001 001,111 100,100 100,101 100,X,001 001
Patricia Thomas,Doctor,X,X,010 010,011 010,100 100,X,010 010,111 010,011 010,001 001,110 100,111 100,111 001,011 010
Dorothy Hernandez,Nurse,010 010,001 001,111 100,010 010,100 100,X,111 100,010 010,100 100,110 100,101 100,111 010,110 100,X
Dorothy Martinez,Admin,X,X,111 010,X,110 010,X,100 100,110 100,100 100,100 100,X,111 100,011 010,111 001
Barbara Anderson,Doctor,111 001,111 100,111 001,X,100 100,X,X,001 001,X,101 001,101 100,001 001,X,001 001
Dorothy King,Nurse,111 100,111 001,110 100,X,X,010 010,010 010,X,101 001,010 010,010 010,101 100,001 001,100 100
Olivia Wilson,Admin,X,110 010,011 001,111 100,110 010,X,111 100,011 010,X,X,X,011 010,X,010 010
James Thomas,Admin,110 100,011 001,010 010,111 010,001 001,X,X,111 001,010 010,111 010,X,010 010,X,X
Olivia Anderson,Admin,110 100,110 100,011 001,X,X,X,101 100,111 100,111 001,X,011 001,001 001,111 010,001 001
Elijah Johnson,Admin,111 010,101 100,001 001,010 010,111 010,111 001,011 010,X,110 100,X,110 010,011 010,010 010,X
Liam Robinson,Admin,111 010,X,101 001,X,111 100,001 001,111 010,010 010,X,011 001,111 100,111 001,100 100,111 001
Jennifer Sanchez,Nurse,100 100,111 010,X,X,101 001,011 001,111 100,010 010,111 001,X,101 001,111 001,101 100,111 001
Henry Martinez,Doctor,101 100,001 001,111 100,111 010,010 010,111 100,X,X,X,111 010,X,X,101 100,001 001
Henry Lewis,Admin,X,001 001,X,011 010,111 100,010 010,100 100,111 100,100 100,101 100,111 001,111 001,X,X
Evelyn Miller,Nurse,X,111 010,100 100,X,101 001,010 010,X,X,111 010,001 001,X,100 100,111 100,101 001
Thomas Walker,Admin,111 001,010 010,X,100 100,001 001,111 001,111 010,001 001,111 001,001 001,111 010,011 001,111 010,001 001
Dorothy Brown,Doctor,011 010,111 010,101 100,010 010,001 001,111 010,111 001,110 100,110 100,110 010,X,010 010,111 010,X
Richard Jackson,Nurse,X,001 001,X,111 001,X,001 001,100 100,X,100 100,011 001,101 001,110 010,100 100,011 001
David Brown,Doctor,101 100,111 100,X,111 100,111 100,111 100,011 010,010 010,X,100 100,101 100,111 100,X,X
Charlotte Lewis,Nurse,011 001,001 001,010 010,111 001,X,111 010,011 010,111 100,X,100 100,001 001,110 100,011 001,111 100
Margaret Wilson,Doctor,X,111 100,X,011 001,111 100,010 010,011 010,110 100,001 001,100 100,X,111 001,011 010,101 001
Charlotte Wilson,Admin,011 001,X,110 100,X,011 001,101 100,111 010,101 100,011 010,100 100,110 010,111 010,111 001,010 010
Alexander Wilson,Doctor,111 001,X,001 001,010 010,110 100,X,111 010,111 100,X,011 001,X,100 100,111 010,111 001
James Anderson,Admin,X,100 100,010 010,101 100,111 100,011 001,110 010,X,X,X,X,100 100,100 100,X
Linda Ramirez,Doctor,111 100,111 010,100 100,X,010 010,X,111 010,111 010,X,001 001,001 001,X,011 001,101 100
Elizabeth Martin,Doctor,010 010,010 010,011 001,111 100,001 001,110 010,001 001,X,100 100,010 010,100 100,X,011 010,110 010
Michael Johnson,Doctor,101 100,111 001,111 010,111 010,X,011 001,X,001 001,101 001,011 010,111 010,111 001,X,X
Linda King,Doctor,X,110 100,101 100,111 010,111 010,X,010 010,110 010,110 010,001 001,111 010,X,011 001,111 100
Liam Lewis,Admin,111 010,111 100,110 010,011 001,X,110 010,100 100,111 010,X,X,X,X,101 100,010 010
Sophia White,Doctor,010 010,111 010,X,111 001,111 100,010 010,111 010,101 100,011 001,X,011 001,110 010,111 010,111 001
William Hernandez,Nurse,101 100,001 001,X,010 010,010 010,X,011 010,010 010,001 001,111 010,001 001,011 001,X,111 100
Margaret Hill,Admin,X,111 001,110 100,111 100,111 010,110 010,011 010,001 001,100 100,100 100,001 001,111 100,111 001,X
John Wright,Doctor,X,111 010,001 001,011 001,X,010 010,X,X,111 100,011 001,101 001,X,011 010,110 100
Joseph White,Nurse,010 010,011 010,X,010 010,110 010,110 010,100 100,100 100,X,101 001,011 001,010 010,011 010,111 001
Elizabeth Jackson,Nurse,101 100,010 010,X,111 010,111 100,110 100,X,X,X,111 100,X,X,010 010,111 001
Michael Allen,Admin,X,001 001,001 001,100 100,X,110 100,111 001,111 100,100 100,X,111 010,010 010,111 010,111 010
Emma White,Doctor,011 010,X,100 100,001 001,X,010 010,111 010,111 010,110 100,100 100,X,X,100 100,011 001
Alexander White,Nurse,111 010,X,X,100 100,110 010,111 100,111 001,010 010,X,111 100,011 001,X,010 010,001 001
Olivia Moore,Nurse,X,111 100,101 001,X,010 010,X,111 010,011 001,111 010,X,111 100,X,X,010 010
Harper Taylor,Admin,X,X,111 001,X,001 001,111 010,111 100,011 010,100 100,111 001,110 010,111 010,111 010,101 100
James Jones,Nurse,101 100,X,011 010,X,X,011 010,101 001,010 010,111 100,010 010,110 100,111 001,111 001,111 100
Ava Scott,Admin,111 001,111 100,111 001,111 010,101 100,001 001,111 100,X,111 001,X,X,111 010,X,011 010
Charles Hill,Nurse,X,111 001,110 010,001 001,X,X,111 010,111 010,X,X,010 010,X,111 100,100 100
Evelyn Taylor,Doctor,100 100,100 100,111 001,111 001,110 100,X,111 010,X,101 100,011 010,X,X,X,001 001
Elizabeth Young,Admin,101 001,110 100,100 100,110 100,101 001,X,X,111 100,111 001,X,X,100 100,X,011 010
Margaret Lee,Admin,100 100,111 001,011 001,110 010,110 010,101 100,101 001,010 010,111 001,100 100,111 001,X,X,X
Sophia Perez,Nurse,011 010,X,110 100,001 001,X,100 100,011 010,X,110 100,111 010,001 001,111 010,011 001,X
Michael Lewis,Admin,111 010,X,100 100,111 010,111 001,111 010,100 100,100 100,101 100,110 100,010 010,111 010,011 001,X
Isabella Martinez,Admin,111 010,100 100,110 100,X,101 001,001 001,111 100,010 010,X,X,111 001,110 010,111 100,111 010
Sophia Rodriguez,Nurse,111 010,011 010,111 100,111 100,001 001,111 010,100 100,010 010,011 001,111 100,110 100,100 100,101 100,011 001
Lisa Young,Nurse,001 001,111 001,X,111 010,001 001,111 001,011 010,101 001,101 001,111 100,011 001,X,110 010,001 001
Oliver Harris,Nurse,111 010,100 100,101 100,111 100,111 100,X,001 001,001 001,X,111 100,X,100 100,110 010,111 010
Sophia Harris,Nurse,X,X,X,111 001,111 001,X,X,111 100,101 100,X,111 010,111 001,X,001 001
Lucas Lewis,Admin,X,111 100,X,011 001,101 100,001 001,111 010,110 010,111 010,101 100,011 001,X,X,X
Joseph Smith,Doctor,X,111 001,001 001,111 001,101 100,X,011 010,111 100,X,X,X,011 010,X,X
Henry Wright,Doctor,X,100 100,101 001,X,100 100,X,111 100,111 010,X,001 001,X,X,110 100,X
Harper Davis,Nurse,X,001 001,001 001,111 010,X,101 100,X,100 100,010 010,010 010,110 010,X,100 100,X
Henry Ramirez,Doctor,101 001,X,X,X,100 100,111 001,X,X,010 010,110 010,X,X,111 001,111 100
Thomas Gonzalez,Admin,011 001,111 001,X,101 100,X,110 100,X,X,111 010,010 010,X,101 001,111 100,X
David Lopez,Nurse,111 010,X,X,X,111 010,111 100,010 010,101 100,111 100,X,111 100,111 100,011 010,110 100
Susan Johnson,Doctor,111 010,111 001,101 100,100 100,X,101 100,X,111 001,X,X,101 001,101 100,010 010,X
Liam Jackson,Doctor,111 100,010 010,111 100,110 100,001 001,110 010,101 100,X,101 100,111 010,X,011 010,X,100 100
Ava Hill,Nurse,010 010,111 100,X,110 010,101 001,111 100,001 001,111 001,001 001,111 001,100 100,100 100,111 010,001 001
Noah Moore,Doctor,001 001,101 001,111 001,X,001 001,011 010,001 001,010 010,X,001 001,101 001,X,001 001,010 010
James Hill,Admin,X,X,111 001,111 001,111 010,001 001,X,111 001,011 001,101 100,111 100,111 001,110 100,111 010
Benjamin Wright,Admin,011 001,X,101 001,111 010,X,110 100,101 100,X,011 001,111 100,100 100,X,101 001,111 001
Charlotte Nguyen,Nurse,X,111 001,001 001,111 100,X,110 010,011 010,010 010,X,X,001 001,001 001,010 010,111 001
Susan Martinez,Nurse,010 010,100 100,011 001,111 100,111 010,010 010,X,X,100 100,111 010,001 001,011 001,111 001,110 010
Elizabeth Garcia,Admin,X,111 001,111 100,111 010,110 010,111 010,111 001,111 100,010 010,010 010,101 100,101 100,101 100,X
Oliver Scott,Doctor,X,100 100,111 001,X,X,X,111 010,111 010,X,X,011 010,111 010,110 100,X
Elijah Lee,Admin,111 010,101 001,111 010,111 010,101 100,010 010,X,X,001 001,110 100,X,011 010,101 100,X
Ava Lopez,Doctor,101 100,111 010,111 100,111 010,001 001,010 010,111 100,X,010 010,X,X,X,011 010,X
Barbara Brown,Nurse,X,X,011 001,111 010,011 010,111 100,111 001,011 010,111 100,111 001,X,X,111 001,X
Ava Lewis,Admin,111 100,111 100,X,010 010,110 100,101 001,111 100,111 010,010 010,X,111 010,110 100,001 001,111 010
Robert Rodriguez,Doctor,X,011 001,110 010,110 100,111 010,111 010,110 010,010 010,111 010,X,101 100,X,X,001 001
Noah Clark,Doctor,100 100,110 010,001 001,110 100,010 010,111 001,101 100,111 100,011 001,001 001,110 010,X,111 001,001 001
Harper Young,Doctor,111 001,100 100,X,111 010,111 100,010 010,101 001,101 001,011 001,110 100,011 010,100 100,111 100,001 001
Richard Anderson,Admin,111 100,111 001,001 001,111 001,X,010 010,010 010,001 001,001 001,100 100,X,010 010,111 001,101 001
Linda Allen,Doctor,100 100,111 010,010 010,X,X,001 001,110 100,X,011 010,111 100,010 010,101 100,X,X
Margaret Ramirez,Admin,111 100,X,X,011 001,111 001,111 001,X,X,100 100,111 100,X,110 010,111 001,101 100
Benjamin Brown,Nurse,110 010,111 010,100 100,010 010,X,100 100,111 010,X,110 100,110 010,100 100,X,100 100,X
William Wilson,Doctor,X,011 010,010 010,001 001,001 001,X,010 010,100 100,011 001,010 010,100 100,001 001,001 001,X
Patricia Flores,Doctor,X,010 010,X,010 010,101 001,011 001,X,101 001,111 100,010 010,110 010,111 100,100 100,X
Richard Hernandez,Doctor,010 010,X,100 100,X,X,001 001,X,111 010,010 010,X,110 100,011 010,111 010,X
Sophia Jones,Doctor,X,X,111 001,110 010,101 100,110 100,101 001,X,111 100,111 001,100 100,011 010,X,011 001
Harper Nguyen,Nurse,001 001,001 001,101 100,111 010,111 010,X,111 010,010 010,111 010,111 001,101 100,110 010,101 100,100 100
David Williams,Nurse,100 100,010 010,111 100,111 100,X,100 100,100 100,X,111 100,100 100,001 001,111 001,111 010,010 010
Amelia Lopez,Doctor,111 010,X,011 010,110 100,001 001,100 100,010 010,010 010,010 010,100 100,110 100,X,111 001,011 001
Richard Walker,Nurse,100 100,111 100,111 010,111 001,X,110 100,001 001,001 001,100 100,111 010,001 001,111 100,110 010,X
Lisa Taylor,Nurse,X,111 100,X,111 001,011 010,011 001,110 010,010 010,X,X,011 010,100 100,011 010,110 100
Emma Walker,Nurse,110 100,111 010,X,X,111 010,110 010,111 001,111 010,100 100,110 010,111 010,X,X,110 100
James Martin,Admin,X,111 001,100 100,111 001,011 001,110 100,110 100,110 010,110 010,111 001,011 010,X,X,100 100
Elijah Jackson,Admin,X,101 100,010 010,011 010,100 100,110 100,110 010,110 100,101 100,110 010,X,101 100,010 010,100 100
Charlotte Thompson,Admin,101 001,X,110 100,011 010,X,X,X,001 001,111 010,010 010,111 100,001 001,011 001,111 001
Olivia Davis,Nurse,110 010,010 010,111 001,X,110 100,X,111 001,111 001,010 010,111 001,X,110 100,X,101 100
Liam Scott,Admin,111 001,X,X,X,111 001,001 001,010 010,100 100,X,111 001,X,111 001,111 100,001 001
Sophia Walker,Nurse,100 100,111 010,111 001,111 010,011 001,X,111 001,101 001,111 010,X,110 010,111 010,101 100,100 100
Michael Jones,Admin,011 001,100 100,111 100,X,111 010,011 001,001 001,010 010,X,X,X,101 100,X,X
Jennifer King,Admin,100 100,X,010 010,X,011 001,X,X,011 010,011 010,X,111 010,X,100 100,X
Dorothy Allen,Admin,010 010,100 100,111 100,111 001,011 010,100 100,011 001,X,010 010,111 010,111 100,011 010,100 100,111 001
John Anderson,Doctor,X,X,110 100,100 100,X,111 001,111 010,X,101 001,101 001,010 010,X,010 010,X
Robert Perez,Doctor,X,X,X,010 010,011 010,101 100,111 010,100 100,111 001,110 100,010 010,X,010 010,110 010
Liam Jones,Admin,001 001,X,111 001,100 100,X,111 010,100 100,X,010 010,010 010,110 100,X,111 001,X
Evelyn Jones,Nurse,110 100,001 001,010 010,001 001,111 001,110 100,100 100,010 010,111 001,010 010,111 100,X,110 010,111 001
Michael Thomas,Doctor,010 010,010 010,010 010,110 010,110 100,111 001,100 100,X,111 001,110 010,100 100,110 100,100 100,101 100
Linda Robinson,Admin,111 010,101 001,X,001 001,X,001 001,X,111 001,111 010,111 010,X,111 010,111 100,110 010
Isabella Walker,Admin,111 001,X,111 100,110 100,111 100,011 010,010 010,X,110 100,101 001,001 001,111 100,111 001,X
James Ramirez,Doctor,X,X,111 001,100 100,011 001,X,010 010,100 100,111 010,111 100,X,001 001,111 010,011 010
Lisa Nguyen,Nurse,011 001,011 010,111 010,111 100,011 001,011 010,001 001,110 010,110 010,X,101 100,X,X,111 010
Harper Sanchez,Doctor,011 001,100 100,X,001 001,111 100,101 001,111 100,X,X,111 010,X,101 100,111 001,101 100
Sophia Thomas,Admin,111 001,001 001,X,111 100,011 010,101 100,X,110 010,001 001,110 010,111 010,110 100,X,111 001
Isabella White,Nurse,010 010,X,010 010,111 010,111 100,X,111 100,100 100,111 010,010 010,001 001,011 010,111 100,X
Harper Walker,Doctor,101 001,111 001,X,X,100 100,X,111 100,111 001,001 001,010 010,X,X,111 010,111 100
William Allen,Nurse,100 100,010 010,010 010,011 010,010 010,X,X,X,X,110 100,111 001,111 001,X,111 010
Linda Garcia,Doctor,100 100,100 100,111 100,X,111 001,010 010,X,101 100,X,011 001,101 100,X,111 010,101 001
Dorothy White,Admin,X,011 010,110 010,X,010 010,110 010,X,110 100,111 001,101 001,011 010,X,X,101 001
Margaret Garcia,Doctor,110 010,X,011 001,X,111 100,111 001,X,110 010,010 010,101 001,001 001,011 001,110 100,110 100
Robert Lewis,Admin,100 100,111 001,X,110 100,111 100,001 001,011 001,X,100 100,100 100,101 100,X,111 100,111 100
Robert Williams,Doctor,001 001,111 010,110 100,X,100 100,001 001,111 100,010 010,X,011 001,100 100,001 001,X,X
Sophia Johnson,Nurse,X,X,111 010,X,111 100,011 010,110 100,101 100,001 001,101 001,110 010,101 001,100 100,001 001
Evelyn Brown,Admin,110 100,101 001,111 010,X,011 001,111 100,101 001,111 001,X,011 001,X,111 010,101 100,110 010
Lucas Lee,Doctor,011 010,X,X,010 010,001 001,111 010,111 001,111 010,100 100,111 010,100 100,110 010,010 010,101 001
Richard Martin,Nurse,011 001,100 100,111 010,X,111 100,111 001,X,100 100,100 100,100 100,111 010,100 100,100 100,111 010
Henry Hill,Nurse,110 010,111 100,111 010,111 010,011 001,101 001,101 100,001 001,111 100,110 010,100 100,101 100,X,101 001
Richard Jones,Nurse,111 010,011 010,110 010,010 010,111 010,X,100 100,110 100,X,X,X,X,111 010,X
James Taylor,Nurse,010 010,010 010,111 001,X,111 100,X,111 100,111 010,001 001,111 100,111 100,X,X,111 010
Dorothy Thompson,Doctor,100 100,X,001 001,100 100,010 010,010 010,110 100,X,X,X,111 001,X,011 010,X
Oliver Davis,Admin,111 001,011 010,110 010,111 001,101 001,101 001,111 100,111 001,X,111 010,X,111 100,110 010,111 001
William Jones,Doctor,X,010 010,101 001,001 001,X,X,X,X,001 001,110 010,111 010,101 100,011 010,X
Liam Allen,Nurse,111 001,X,101 001,110 010,001 001,X,001 001,111 100,X,111 010,001 001,111 100,X,101 001
Patricia Johnson,Nurse,X,011 010,X,X,111 100,111 001,110 100,100 100,X,111 100,111 001,111 010,111 001,001 001
Henry Nguyen,Admin,111 100,100 100,111 100,100 100,111 001,101 001,011 010,X,010 010,X,111 010,X,111 010,100 100
Elizabeth Perez,Nurse,011 010,011 010,111 100,X,110 010,011 001,X,101 100,X,X,101 100,X,111 100,111 010
James Gonzalez,Doctor,111 001,010 010,101 100,111 100,010 010,X,X,X,110 100,X,001 001,X,010 010,101 100
