Name,Type,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Next Monday,Next Tuesday,Next Wednesday,Next Thursday,Next Friday,Next Saturday,Next Sunday
Lucas Lopez,Doctor,011 010,011 010,010 010,111 001,X,001 001,X,110 010,X,110 100,010 010,X,100 100,X
Michael Nguyen,Nurse,X,011 001,111 100,X,011 001,X,110 010,100 100,111 010,111 001,X,X,110 010,001 001
James Walker,Nurse,X,010 010,X,001 001,001 001,X,010 010,100 100,111 010,001 001,010 010,010 010,X,111 001
Susan Jones,Nurse,111 010,101 100,001 001,110 100,110 010,100 100,X,111 010,100 100,010 010,X,001 001,110 100,X
James Rodriguez,Doctor,001 001,X,010 010,010 010,X,001 001,110 100,110 010,X,001 001,100 100,011 001,110 100,X
Thomas Jackson,Admin,X,010 010,X,X,001 001,100 100,101 001,101 100,X,111 010,X,011 001,111 001,011 001
William Young,Nurse,011 001,111 001,011 010,110 010,X,100 100,111 001,111 100,X,110 100,111 100,111 100,001 001,011 001
Sophia Jackson,Doctor,111 100,X,100 100,111 001,100 100,X,101 100,111 001,X,X,X,111 100,111 100,X
Susan Wilson,Nurse,001 001,101 001,X,X,111 001,X,X,111 001,010 010,110 100,110 010,100 100,101 100,001 001
Harper Garcia,Doctor,111 010,111 001,110 100,010 010,111 001,110 100,101 001,011 001,X,100 100,111 100,111 010,100 100,111 010
Patricia Harris,Doctor,101 001,111 100,X,100 100,010 010,101 100,100 100,010 010,100 100,X,011 010,X,010 010,X
Mia Thomas,Admin,010 010,011 001,101 001,X,011 001,X,X,110 100,010 010,X,111 010,111 001,X,111 100
William Martin,Admin,100 100,X,111 010,111 100,100 100,001 001,110 100,101 001,110 010,110 010,111 010,011 001,111 100,X
Lisa Thompson,Doctor,X,101 001,110 100,111 001,101 100,001 001,111 100,X,001 001,100 100,X,111 100,010 010,100 100
Charlotte Smith,Admin,001 001,111 010,111 010,110 010,100 100,X,011 010,111 001,100 100,100 100,111 010,111 100,010 010,100 100
Mia Hill,Nurse,010 010,111 100,X,001 001,011 001,011 010,110 100,010 010,111 100,001 001,110 010,101 001,011 010,101 100
Henry Thomas,Admin,X,001 001,100 100,100 100,111 100,010 010,100 100,101 100,X,111 100,111 100,010 010,100 100,111 100
Isabella Clark,Nurse,010 010,111 001,001 001,111 010,111 100,111 010,X,100 100,011 001,X,001 001,111 010,010 010,110 100
Richard Lewis,Nurse,X,X,111 001,001 001,100 100,011 001,100 100,011 010,X,X,110 100,111 001,X,101 100
Richard Flores,Doctor,X,111 100,X,110 010,010 010,101 001,X,001 001,001 001,111 010,010 010,X,101 100,X
Noah Anderson,Admin,100 100,X,111 010,011 010,X,X,100 100,100 100,110 100,X,111 100,X,010 010,101 100
Elijah Gonzalez,Admin,101 001,X,010 010,111 001,X,100 100,X,001 001,X,101 100,111 100,111 010,X,111 001
Thomas Clark,Nurse,111 001,X,101 100,110 010,X,111 100,X,011 001,001 001,010 010,X,100 100,111 001,001 001
John Lopez,Admin,111 001,110 010,101 100,101 100,001 001,111 001,X,111 100,010 010,010 010,111 100,011 001,111 001,X
John Martin,Admin,111 010,100 100,010 010,111 001,011 010,X,111 001,010 010,X,100 100,100 100,010 010,111 100,011 001
Patricia Flores,Admin,111 001,001 001,001 001,X,X,111 100,110 010,011 010,100 100,101 100,X,110 100,X,001 001
Harper Jones,Nurse,011 001,111 010,111 001,111 010,X,111 001,X,100 100,X,111 001,111 001,X,100 100,101 001
William Lopez,Admin,101 001,110 100,X,111 010,001 001,011 001,011 010,X,100 100,110 010,X,111 001,111 010,010 010
Evelyn Brown,Doctor,X,X,010 010,001 001,111 010,111 100,010 010,100 100,X,010 010,110 010,111 010,111 001,100 100
Richard Clark,Doctor,111 001,X,110 100,111 001,100 100,X,110 100,101 001,100 100,X,001 001,101 100,X,X
Olivia Lee,Doctor,111 010,001 001,011 001,001 001,010 010,001 001,X,X,101 100,011 001,001 001,111 100,111 010,111 001
Oliver Wright,Admin,101 100,X,X,111 010,X,111 010,X,111 100,111 001,111 001,X,110 010,X,001 001
Barbara Walker,Admin,110 010,111 010,111 010,X,011 010,010 010,001 001,110 100,011 010,100 100,111 010,010 010,111 100,100 100
Richard Nguyen,Admin,111 100,111 100,110 010,011 001,X,111 010,011 001,111 100,X,100 100,101 001,001 001,X,011 010
Olivia Jones,Doctor,X,111 010,X,100 100,111 100,111 100,001 001,111 001,100 100,X,110 100,X,X,X
Elizabeth Thompson,Doctor,111 100,111 100,001 001,111 010,X,110 010,111 100,111 001,110 010,111 001,011 001,110 010,001 001,X
Jennifer Taylor,Nurse,010 010,110 100,010 010,001 001,X,011 010,110 100,100 100,X,011 010,110 010,011 010,X,111 001
Noah Smith,Admin,X,X,111 010,010 010,010 010,111 010,111 001,110 100,111 001,010 010,X,111 001,001 001,X
Mary Perez,Nurse,110 010,111 001,X,100 100,X,001 001,X,100 100,100 100,111 010,011 010,X,111 010,X
William Thompson,Doctor,001 001,100 100,111 010,111 010,111 001,111 001,011 010,X,111 010,111 010,111 001,111 010,X,010 010
Dorothy Allen,Doctor,001 001,110 010,111 001,111 010,X,111 010,111 001,X,001 001,001 001,100 100,X,X,X
Dorothy Jones,Nurse,X,110 010,X,001 001,001 001,101 001,011 001,X,001 001,X,X,110 010,X,X
John Gonzalez,Nurse,011 010,001 001,011 001,101 001,110 010,111 001,X,111 001,X,110 010,001 001,101 001,011 010,010 010
Joseph Young,Doctor,X,101 100,010 010,X,111 001,101 100,X,111 010,110 100,111 001,X,001 001,X,110 010
Barbara Flores,Doctor,011 010,111 001,110 100,111 100,101 100,X,100 100,100 100,X,X,110 100,111 100,011 010,111 001
Michael Wright,Doctor,010 010,100 100,100 100,111 010,110 100,001 001,111 010,111 001,111 100,110 100,X,111 010,001 001,101 100
Mia Sanchez,Nurse,111 010,100 100,111 001,101 001,111 010,X,011 001,111 010,100 100,X,111 001,010 010,001 001,111 010
Charles Lee,Doctor,111 010,110 100,011 001,X,010 010,011 001,X,101 100,101 100,010 010,011 010,111 001,X,111 010
Lisa Martinez,Doctor,101 001,010 010,100 100,100 100,111 001,111 100,111 010,011 010,111 001,X,X,010 010,001 001,111 100
Olivia Martin,Admin,010 010,X,111 001,001 001,111 010,011 001,010 010,011 010,111 001,X,111 100,X,111 100,111 010
Emma Johnson,Nurse,101 001,100 100,X,010 010,X,111 010,111 100,001 001,101 001,X,111 001,X,111 100,101 100
Noah Flores,Admin,X,111 001,101 100,100 100,001 001,111 010,110 010,001 001,111 100,111 010,111 100,X,X,001 001
James Brown,Nurse,X,111 001,111 100,111 001,010 010,111 001,111 100,100 100,X,100 100,X,010 010,111 100,001 001
James White,Doctor,001 001,X,111 010,X,X,X,X,111 010,100 100,111 100,101 001,111 001,111 001,110 010
Amelia Miller,Nurse,010 010,111 001,001 001,X,001 001,X,111 001,111 100,110 100,011 001,110 100,X,101 001,110 100
James Perez,Doctor,110 100,111 001,X,101 001,001 001,100 100,X,111 010,111 001,111 100,111 100,011 010,010 010,X
James Williams,Nurse,011 010,010 010,111 001,101 001,011 001,011 001,X,001 001,011 010,010 010,X,X,X,111 100
Liam Robinson,Admin,110 010,111 010,X,111 010,011 001,110 010,X,101 100,X,011 010,010 010,X,010 010,100 100
James Smith,Nurse,111 001,001 001,001 001,111 010,111 001,111 100,011 001,X,011 010,110 010,111 010,X,010 010,X
Thomas Moore,Nurse,011 001,100 100,X,111 010,100 100,010 010,111 001,111 010,100 100,111 010,010 010,111 100,111 001,011 001
Sophia Lopez,Nurse,110 010,X,X,111 010,X,100 100,100 100,X,010 010,111 100,X,010 010,010 010,111 100
Benjamin Sanchez,Doctor,011 001,111 100,100 100,X,X,X,011 010,011 010,X,001 001,111 010,011 001,111 100,001 001
Joseph Lopez,Admin,110 010,010 010,100 100,011 010,110 010,X,111 010,100 100,011 010,010 010,X,111 010,X,110 010
Thomas Wilson,Nurse,011 001,011 001,110 100,111 010,111 100,101 100,110 100,011 010,X,010 010,110 010,100 100,101 001,111 100
Michael King,Admin,111 001,011 010,011 010,X,011 001,101 100,110 100,100 100,X,001 001,X,X,110 100,001 001
Sophia Johnson,Nurse,X,111 001,X,111 001,011 010,110 100,100 100,001 001,X,111 010,111 100,110 010,011 010,010 010
Charlotte Sanchez,Nurse,101 001,001 001,X,X,001 001,111 010,X,X,X,100 100,100 100,X,111 001,X
Elijah Johnson,Admin,100 100,110 100,011 001,101 001,111 001,111 010,111 010,X,100 100,010 010,110 010,X,111 100,100 100
Lisa Perez,Admin,X,001 001,110 010,010 010,111 100,X,110 010,111 100,111 010,X,X,111 001,111 010,011 001
Lisa Anderson,Nurse,111 001,X,111 100,010 010,010 010,100 100,111 010,010 010,X,X,001 001,X,X,011 010
Isabella Martinez,Admin,101 100,100 100,101 100,111 100,110 100,100 100,001 001,110 010,101 100,111 010,111 010,111 010,001 001,111 010
Linda Robinson,Doctor,100 100,X,101 100,X,011 010,X,010 010,101 001,110 010,011 001,X,X,101 001,110 100
Charlotte Ramirez,Nurse,101 100,010 010,101 100,001 001,X,X,X,110 010,110 010,100 100,X,110 010,111 001,110 100
Benjamin Miller,Nurse,100 100,X,X,010 010,111 100,010 010,111 001,110 100,111 100,001 001,100 100,110 010,111 001,010 010
Sophia Young,Doctor,111 001,011 001,X,111 010,011 010,111 010,X,101 001,101 100,X,111 010,100 100,100 100,110 100
Linda Smith,Nurse,010 010,011 010,111 100,110 010,111 010,010 010,X,X,X,100 100,101 001,111 001,011 001,101 100
Ava Lewis,Admin,101 100,001 001,111 001,111 100,011 001,010 010,111 010,111 001,001 001,100 100,010 010,010 010,011 001,011 010
Ava Ramirez,Admin,110 100,100 100,110 010,011 010,110 010,X,111 001,111 100,111 001,111 001,X,010 010,100 100,X
Robert Smith,Doctor,111 001,X,100 100,100 100,111 010,X,011 010,011 010,100 100,100 100,X,010 010,010 010,111 010
Henry Harris,Admin,110 100,010 010,100 100,100 100,111 010,010 010,111 001,X,101 100,X,110 100,X,011 010,111 010
Mary Garcia,Doctor,X,X,X,001 001,101 001,101 100,X,111 010,101 001,111 001,X,101 100,111 010,X
Liam Clark,Nurse,111 010,111 001,X,101 001,111 100,X,111 100,010 010,010 010,111 010,111 100,111 001,001 001,110 100
Oliver Wilson,Admin,111 010,110 010,111 001,101 001,001 001,X,111 010,011 010,010 010,001 001,100 100,111 100,111 100,100 100
James Lewis,Nurse,001 001,001 001,X,110 100,X,010 010,X,011 001,010 010,110 100,110 100,X,111 010,111 010
Thomas Taylor,Doctor,100 100,111 001,001 001,110 010,X,001 001,X,X,110 010,111 010,X,111 001,001 001,101 100
Margaret Smith,Doctor,110 010,011 010,111 100,011 010,011 010,111 001,011 010,100 100,111 010,101 001,X,X,X,001 001
Charlotte Lewis,Nurse,101 100,001 001,111 001,110 100,101 001,X,111 100,001 001,100 100,010 010,010 010,011 010,010 010,111 001
Benjamin Wilson,Nurse,X,X,100 100,X,X,111 010,101 001,X,101 001,100 100,X,X,010 010,110 010
Oliver Rodriguez,Admin,100 100,100 100,001 001,011 010,101 100,100 100,010 010,101 100,101 100,111 100,111 001,111 010,111 010,011 010
Mary Nguyen,Nurse,010 010,111 100,111 100,111 001,100 100,110 100,X,X,100 100,X,001 001,010 010,001 001,100 100
William Robinson,Nurse,011 010,111 010,111 100,X,100 100,111 010,111 001,110 010,011 010,111 001,X,X,111 100,111 010
Charlotte Brown,Admin,111 001,001 001,X,001 001,X,X,111 100,111 010,111 010,X,111 010,X,001 001,011 001
Dorothy Lewis,Admin,101 100,111 010,001 001,111 100,001 001,X,100 100,011 010,101 100,110 100,110 100,X,100 100,X
Barbara Scott,Admin,111 010,100 100,111 001,100 100,010 010,X,100 100,010 010,010 010,101 100,110 010,X,X,010 010
Margaret Nguyen,Admin,111 010,101 001,X,011 010,X,111 010,111 001,111 010,010 010,001 001,X,X,111 100,101 100
Amelia Ramirez,Doctor,111 010,X,X,111 100,101 100,101 100,111 100,011 010,011 010,100 100,101 001,111 100,001 001,011 001
Linda Taylor,Doctor,X,111 010,111 001,101 001,101 100,111 001,010 010,010 010,010 010,010 010,X,011 010,100 100,110 100
Richard Lopez,Admin,111 010,111 100,001 001,111 010,111 010,X,001 001,001 001,100 100,111 100,101 100,110 010,111 100,X
Mary Flores,Nurse,010 010,X,111 010,111 100,011 010,X,X,X,X,X,111 001,X,111 010,010 010
Evelyn Jones,Nurse,X,001 001,X,100 100,111 100,001 001,010 010,111 001,X,X,101 100,111 100,111 100,101 100
Sophia Martin,Doctor,011 010,010 010,X,X,111 001,011 001,010 010,010 010,100 100,111 100,X,111 100,111 100,100 100
Ava Hernandez,Doctor,010 010,101 001,110 010,111 100,110 010,X,011 010,100 100,010 010,111 010,111 100,X,111 010,011 010
Evelyn Lopez,Admin,X,X,001 001,100 100,101 100,010 010,111 001,111 100,100 100,101 100,010 010,011 001,X,101 001
Amelia Walker,Nurse,110 010,101 001,001 001,010 010,111 001,011 001,101 100,100 100,111 010,110 010,100 100,X,110 010,111 010
Harper Martinez,Admin,010 010,111 100,X,X,110 010,101 001,X,010 010,011 001,111 100,111 001,010 010,X,111 010
Richard Wright,Nurse,111 100,110 010,001 001,111 100,101 100,111 001,011 001,X,111 100,001 001,100 100,110 100,100 100,X
Mia Clark,Admin,111 001,111 100,001 001,X,001 001,110 010,111 001,111 010,111 010,011 010,010 010,111 010,001 001,100 100
Michael Anderson,Admin,001 001,X,110 010,100 100,111 010,X,X,101 001,X,100 100,100 100,101 100,X,111 001
William White,Doctor,111 001,001 001,X,110 100,110 100,111 001,111 100,101 100,011 010,001 001,X,101 100,100 100,011 001
Robert Taylor,Admin,101 100,001 001,111 001,110 010,101 100,100 100,X,111 010,111 001,111 010,X,111 100,010 010,101 001
Susan Williams,Admin,111 010,101 100,101 100,111 100,X,X,X,101 100,111 010,110 010,110 100,001 001,010 010,111 001
Charles Young,Doctor,001 001,X,111 010,110 010,X,111 010,111 100,X,111 001,100 100,100 100,110 010,010 010,001 001
Mary Ramirez,Nurse,110 100,101 100,X,X,101 100,010 010,011 010,X,101 001,X,X,111 010,111 100,011 001
James Young,Doctor,111 100,100 100,111 100,111 100,111 001,010 010,111 010,100 100,X,111 010,011 001,111 001,001 001,101 001
Harper Lewis,Doctor,111 010,X,111 010,111 010,001 001,X,100 100,111 100,101 001,100 100,100 100,111 010,110 010,001 001
Elijah Davis,Admin,111 010,100 100,111 001,100 100,010 010,011 010,101 001,001 001,X,010 010,X,X,X,001 001
Olivia Robinson,Admin,010 010,111 100,X,X,111 010,110 010,111 010,111 100,100 100,110 100,001 001,X,100 100,X
Linda Thompson,Nurse,111 010,110 100,001 001,X,001 001,111 001,X,X,111 100,X,100 100,111 100,101 001,X
Mary Gonzalez,Nurse,X,111 010,011 001,111 100,X,011 010,111 010,100 100,111 100,001 001,010 010,X,101 100,X
Jennifer Moore,Nurse,111 001,101 001,010 010,001 001,X,011 010,X,111 010,X,X,001 001,010 010,010 010,X
Lisa Davis,Doctor,X,111 001,001 001,X,101 100,111 010,100 100,110 010,111 010,111 001,001 001,110 100,X,100 100
Lucas Hill,Admin,X,111 010,111 100,100 100,110 100,011 010,010 010,100 100,X,011 001,X,X,010 010,010 010
Michael Hill,Doctor,011 001,010 010,101 001,X,X,011 010,011 010,111 100,010 010,110 100,110 100,111 001,X,X
Ava Wilson,Doctor,010 010,X,111 001,111 001,111 001,X,101 001,111 001,X,X,111 100,X,111 010,X
Alexander Miller,Doctor,101 100,X,001 001,101 100,001 001,X,111 100,X,010 010,100 100,111 100,101 100,011 001,111 010
Liam Jackson,Doctor,X,110 010,001 001,111 010,X,111 100,001 001,110 010,010 010,100 100,100 100,111 100,X,111 010
Patricia Anderson,Admin,111 001,010 010,111 001,011 001,X,010 010,110 100,X,010 010,111 010,101 100,111 001,111 100,010 010
Alexander Johnson,Nurse,111 001,X,100 100,110 100,110 100,010 010,100 100,110 010,111 100,110 010,111 010,X,001 001,011 001
Linda Brown,Admin,X,111 100,X,110 100,011 010,111 001,100 100,100 100,X,X,101 001,100 100,011 010,001 001
Michael Brown,Admin,X,100 100,111 100,X,111 001,111 100,X,110 010,111 010,111 010,100 100,011 010,X,X
Isabella Lee,Nurse,X,111 100,111 010,X,001 001,X,111 010,101 100,010 010,110 100,111 100,101 001,111 100,111 010
Dorothy Wright,Doctor,111 100,110 010,101 001,010 010,010 010,111 010,100 100,X,111 010,111 100,011 001,111 001,X,001 001
Richard Young,Nurse,X,110 100,100 100,010 010,011 010,111 010,111 100,110 010,111 010,110 010,111 001,111 100,100 100,100 100
James Wright,Nurse,X,X,111 100,101 001,111 010,X,100 100,001 001,001 001,001 001,X,101 001,X,X
Ava Young,Admin,X,001 001,100 100,111 001,100 100,111 001,010 010,001 001,010 010,101 100,X,X,111 010,100 100
Charlotte Anderson,Doctor,010 010,110 100,X,101 100,111 100,011 010,111 010,101 100,101 001,110 010,101 100,011 010,111 001,X
Michael Garcia,Doctor,X,101 001,111 001,001 001,110 010,X,X,001 001,111 010,X,011 010,X,X,011 010
Richard Hernandez,Admin,X,100 100,111 100,101 100,X,X,001 001,110 100,X,X,X,X,111 010,100 100
Jennifer Rodriguez,Admin,111 100,101 100,010 010,001 001,111 001,010 010,110 100,111 010,101 001,010 010,110 010,111 001,X,010 010
Linda Lewis,Nurse,001 001,100 100,101 100,011 001,101 100,011 001,X,X,X,X,110 100,111 010,101 001,111 001
Oliver Jackson,Doctor,110 100,111 001,X,X,111 010,111 100,100 100,X,110 010,011 010,010 010,010 010,100 100,001 001
Evelyn Perez,Doctor,X,111 100,111 100,111 001,111 100,011 010,100 100,X,001 001,101 001,111 010,X,X,011 001
Henry Clark,Admin,X,100 100,111 100,111 100,X,001 001,010 010,X,X,011 010,111 001,X,111 010,110 100
Elizabeth Perez,Doctor,111 001,011 010,X,111 100,010 010,101 001,X,111 100,111 001,111 010,X,X,100 100,100 100
Henry Perez,Nurse,010 010,101 100,111 010,X,111 100,100 100,X,X,101 100,111 001,111 001,X,111 001,111 100
Thomas Hill,Nurse,111 100,010 010,010 010,111 100,111 100,111 010,110 010,111 001,X,111 001,111 001,111 100,011 010,X
Lucas Wright,Doctor,111 001,X,010 010,101 001,111 010,X,110 010,100 100,X,100 100,111 010,001 001,111 001,111 100
Emma Walker,Admin,X,111 100,110 100,100 100,100 100,111 010,110 010,011 010,011 010,110 010,111 001,111 001,101 001,100 100
Joseph Lee,Admin,111 001,111 010,001 001,100 100,X,111 100,100 100,X,100 100,001 001,X,111 010,X,111 100
William Allen,Doctor,X,X,100 100,101 001,111 010,101 100,111 100,011 001,011 001,111 010,011 010,001 001,111 001,101 100
James Scott,Doctor,X,001 001,101 100,111 100,100 100,100 100,010 010,X,100 100,110 010,100 100,010 010,101 001,X
Margaret Johnson,Admin,110 100,111 001,X,X,011 001,X,X,101 100,011 001,X,101 001,001 001,X,110 010
James Robinson,Admin,010 010,010 010,X,X,101 100,011 001,X,X,X,X,011 010,101 100,001 001,111 001
Noah Jackson,Admin,010 010,010 010,X,111 001,111 001,101 001,111 100,X,X,X,X,111 010,001 001,111 001
Lucas Jackson,Doctor,100 100,X,111 010,111 100,011 001,011 010,011 010,011 010,X,X,110 010,011 010,010 010,111 010
Harper Scott,Doctor,100 100,110 100,001 001,010 010,001 001,X,100 100,X,010 010,101 100,X,X,X,X
Charles Ramirez,Nurse,101 100,001 001,111 010,100 100,010 010,100 100,100 100,110 010,X,X,111 001,001 001,101 001,X
William Flores,Admin,111 100,X,X,111 010,001 001,111 100,111 001,001 001,100 100,111 010,110 100,101 100,X,100 100
Joseph Ramirez,Doctor,X,X,001 001,011 001,X,010 010,X,010 010,111 001,111 001,111 100,X,100 100,011 010
Mia Young,Doctor,X,011 010,111 100,X,X,010 010,X,110 100,001 001,X,100 100,X,100 100,110 100
Patricia Gonzalez,Doctor,111 010,X,111 010,X,100 100,101 001,010 010,X,110 100,X,101 100,X,X,001 001
Barbara Martin,Nurse,X,111 010,101 100,111 001,X,X,100 100,X,X,111 001,X,011 010,111 100,111 010
William Wilson,Doctor,100 100,101 001,X,101 001,010 010,011 010,X,X,X,X,X,001 001,X,111 010
Evelyn Sanchez,Doctor,010 010,111 100,111 100,110 010,101 100,011 001,X,010 010,X,X,011 010,X,101 001,001 001
Charlotte Martin,Doctor,X,X,111 010,001 001,111 010,110 100,011 010,001 001,101 100,110 100,111 010,111 100,011 010,001 001
Alexander Garcia,Nurse,100 100,X,110 100,101 100,100 100,111 001,101 001,100 100,010 010,011 001,011 001,111 001,001 001,101 001
James Moore,Nurse,111 001,110 010,100 100,111 001,X,111 100,001 001,110 100,011 001,111 001,111 100,X,X,111 010
Amelia Torres,Nurse,X,001 001,111 010,100 100,110 100,001 001,110 100,111 010,001 001,110 100,010 010,111 001,111 001,001 001
Isabella Hernandez,Nurse,X,111 100,110 010,101 001,X,X,111 100,010 010,111 100,111 001,X,111 001,111 100,111 010
James Johnson,Nurse,110 010,001 001,101 001,X,010 010,011 001,010 010,001 001,100 100,110 010,011 010,111 100,X,111 100
David Wright,Admin,001 001,111 001,010 010,X,X,011 010,111 001,110 010,110 010,011 001,111 001,101 100,010 010,X
Margaret Allen,Admin,X,X,011 001,X,X,110 100,100 100,100 100,110 100,001 001,111 010,001 001,X,011 010
Joseph Wilson,Nurse,X,X,110 010,X,111 100,X,011 010,011 010,001 001,111 100,X,X,X,110 100
Lisa Thomas,Nurse,110 100,101 100,100 100,011 001,001 001,111 100,010 010,111 100,111 010,111 010,001 001,010 010,001 001,X
Emma Lewis,Nurse,X,100 100,110 100,X,010 010,010 010,001 001,X,100 100,010 010,111 100,110 100,X,X
Thomas Miller,Nurse,001 001,111 010,111 010,X,001 001,111 001,010 010,111 100,X,111 001,110 100,111 010,110 010,X
Charles Moore,Nurse,110 100,111 001,110 010,X,011 010,X,001 001,111 001,111 100,111 100,111 010,X,101 100,X
Benjamin Allen,Nurse,111 001,X,111 010,X,101 100,100 100,X,X,110 010,X,111 010,111 001,010 010,111 010
Alexander Flores,Nurse,111 100,111 001,001 001,X,111 010,111 010,X,X,100 100,X,101 001,111 001,111 001,010 010
Alexander Robinson,Doctor,100 100,110 010,110 010,011 010,100 100,110 100,111 001,101 100,X,011 010,X,X,111 001,010 010
Michael Walker,Nurse,001 001,110 100,X,111 100,100 100,X,X,101 100,001 001,111 001,111 001,101 100,010 010,X
Oliver Smith,Admin,X,111 001,111 100,011 010,111 001,X,100 100,010 010,101 001,011 001,011 010,X,100 100,111 100
Margaret Robinson,Admin,111 100,111 010,111 010,111 100,X,110 100,X,111 100,X,111 100,X,101 100,110 010,110 100
William Brown,Nurse,110 100,011 001,111 001,X,101 001,X,X,111 100,001 001,X,X,111 100,111 010,X
Ava Jackson,Admin,X,100 100,011 010,110 100,111 100,100 100,X,010 010,111 001,101 100,110 100,100 100,111 010,001 001
Harper Davis,Admin,111 010,001 001,111 100,001 001,010 010,X,101 100,011 010,010 010,X,110 010,X,X,111 100
David Wilson,Doctor,X,011 001,111 010,001 001,111 100,101 001,001 001,X,011 001,X,011 001,011 001,X,110 010
Elizabeth Moore,Admin,011 001,X,110 010,X,100 100,011 001,X,101 001,011 010,X,X,X,111 001,110 010
Olivia Davis,Doctor,001 001,110 010,X,111 010,X,011 010,X,011 010,X,X,101 001,101 001,001 001,111 001
Mia Smith,Admin,111 001,111 010,111 100,100 100,X,111 001,X,011 001,X,001 001,111 001,111 010,X,010 010
Margaret Flores,Admin,111 100,110 100,100 100,X,X,111 010,111 001,X,X,X,001 001,110 100,111 010,X
Sophia Flores,Doctor,X,110 100,101 001,X,010 010,111 001,010 010,101 100,X,X,010 010,010 010,001 001,111 010
William Ramirez,Nurse,X,011 010,111 100,100 100,001 001,101 100,X,011 001,X,101 100,X,X,101 100,100 100
Elizabeth Robinson,Doctor,111 001,X,100 100,101 001,X,111 010,101 001,110 010,111 001,X,100 100,X,X,111 100
Alexander Thomas,Nurse,110 100,111 100,111 001,100 100,101 001,011 001,X,X,010 010,X,001 001,011 010,111 010,100 100
John Hill,Doctor,111 010,X,011 001,010 010,X,100 100,X,101 001,X,101 001,111 100,X,111 001,011 010
Robert Anderson,Admin,001 001,X,001 001,X,111 100,001 001,X,X,111 001,111 010,X,X,111 001,100 100
Isabella Miller,Nurse,111 100,100 100,111 100,111 001,111 100,101 100,111 001,100 100,X,010 010,X,010 010,110 100,101 001
James Hernandez,Doctor,111 010,001 001,011 001,111 010,111 001,X,011 010,111 010,X,X,X,X,111 100,100 100
Lisa Moore,Nurse,110 100,111 100,X,X,010 010,X,X,001 001,001 001,100 100,111 010,101 001,111 100,X
Linda Flores,Nurse,X,111 010,011 001,111 010,110 100,110 100,111 010,111 010,010 010,111 010,100 100,111 001,011 001,101 100
Sophia Sanchez,Nurse,111 010,011 001,110 100,101 001,111 001,011 010,X,111 010,101 001,100 100,101 100,100 100,100 100,101 001
Amelia Jones,Nurse,111 010,001 001,001 001,X,111 001,X,100 100,001 001,X,100 100,001 001,010 010,110 010,X
Elizabeth Jones,Doctor,110 100,010 010,100 100,111 010,001 001,001 001,110 010,111 010,X,111 100,010 010,110 100,010 010,111 100
