Name,Type,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Next Monday,Next Tuesday,Next Wednesday,Next Thursday,Next Friday,Next Saturday,Next Sunday
William Harris,Nurse,6 Night True,1 Evening True,4 Night False,2 Morning True,2 Morning True,5 Night False,6 Night False,3 Evening False,7 Morning False,2 Morning False,6 Night True,7 Morning False,7 Evening True,6 Night False
James White,Admin,7 Evening False,7 Evening False,7 Morning True,3 Morning False,3 Morning False,5 Night True,1 Evening False,1 Evening False,1 Evening False,1 Evening False,4 Night False,1 Evening False,5 Evening False,7 Evening True
Elijah Wright,Nurse,3 Evening True,5 Evening False,6 Night False,2 Morning True,1 Evening False,4 Night False,7 Evening False,2 Morning False,7 Evening False,7 Evening True,7 Night False,2 Morning False,4 Night False,7 Morning False
Amelia Garcia,Nurse,6 Night False,7 Morning False,5 Evening True,4 Night False,1 Evening False,7 Night False,3 Morning False,1 Evening False,4 Night False,4 Night True,7 Morning False,7 Morning False,1 Evening False,7 Evening False
Jennifer Wilson,Nurse,6 Morning False,7 Morning False,1 Evening False,7 Morning False,4 Night False,3 Evening False,7 Morning True,1 Evening False,7 Evening False,3 Morning False,6 Morning False,7 Night False,3 Morning False,7 Night False
William Lee,Admin,1 Evening True,7 Evening False,2 Morning False,2 Morning False,5 Night False,7 Morning False,1 Evening False,4 Night True,1 Evening True,7 Evening False,1 Evening False,2 Morning True,6 Morning True,5 Night True
Susan Perez,Nurse,7 Night False,3 Evening True,7 Morning False,3 Morning True,7 Morning False,7 Morning False,4 Night False,2 Morning False,7 Morning False,2 Morning False,2 Morning True,2 Morning True,1 Evening True,5 Evening False
Emma White,Admin,5 Night False,7 Night True,1 Evening True,5 Evening False,7 Night False,2 Morning False,4 Night False,3 Morning False,7 Evening True,7 Evening False,2 Morning False,5 Night False,2 Morning False,5 Night True
Dorothy Martin,Admin,6 Morning False,7 Night True,4 Night False,5 Evening False,1 Evening False,7 Night False,4 Night False,2 Morning True,7 Night False,1 Evening False,4 Night True,1 Evening False,6 Morning True,7 Morning False
Michael Taylor,Nurse,7 Morning True,5 Night False,1 Evening False,7 Evening False,2 Morning True,5 Evening False,7 Morning False,1 Evening False,2 Morning True,6 Night False,2 Morning True,7 Morning True,5 Night False,7 Morning True
Oliver Clark,Nurse,6 Morning False,6 Night False,5 Night False,2 Morning False,3 Evening False,7 Evening False,4 Night True,5 Night False,7 Morning True,5 Evening False,4 Night False,7 Morning False,6 Morning True,4 Night False
Mary Harris,Doctor,7 Morning False,2 Morning False,1 Evening False,3 Morning True,3 Morning False,7 Evening False,4 Night False,3 Evening False,2 Morning False,3 Evening True,3 Evening False,6 Night False,7 Night False,2 Morning False
Mary Davis,Nurse,2 Morning True,6 Morning False,7 Evening True,5 Night False,1 Evening True,5 Evening True,3 Evening True,7 Morning False,3 Morning True,1 Evening False,7 Night True,7 Night True,7 Morning False,6 Night False
Jennifer Taylor,Doctor,7 Evening True,4 Night False,7 Evening False,5 Night False,4 Night True,4 Night True,1 Evening False,3 Evening False,7 Morning False,3 Morning False,7 Evening False,4 Night False,1 Evening False,2 Morning False
Linda Lewis,Nurse,4 Night True,7 Morning False,7 Morning False,7 Morning True,5 Evening False,7 Morning False,7 Morning False,5 Night True,2 Morning False,4 Night False,3 Evening False,7 Night False,7 Night False,5 Night True
Liam Lewis,Doctor,5 Evening False,6 Night False,6 Morning False,1 Evening False,7 Night False,5 Evening True,7 Night False,3 Evening False,2 Morning False,7 Night False,7 Night False,7 Night True,6 Night True,4 Night False
William Rodriguez,Nurse,3 Evening False,7 Evening False,7 Morning True,7 Morning False,7 Evening False,1 Evening False,7 Morning False,3 Morning False,7 Night False,7 Night True,7 Evening False,7 Night True,6 Night False,5 Evening False
Robert Clark,Doctor,4 Night False,2 Morning False,7 Night False,7 Night False,1 Evening False,3 Morning False,1 Evening False,3 Morning False,2 Morning False,5 Evening False,7 Night False,4 Night False,2 Morning True,7 Night False
Emma Lee,Nurse,7 Night False,7 Evening False,5 Night False,6 Morning False,7 Morning True,7 Morning True,6 Night False,4 Night False,7 Morning True,6 Night False,3 Morning False,5 Night True,4 Night False,6 Morning False
Oliver Nguyen,Doctor,7 Morning False,6 Morning False,2 Morning False,7 Evening True,2 Morning False,3 Morning False,7 Morning True,7 Night False,3 Morning True,2 Morning False,1 Evening False,6 Morning False,3 Morning False,5 Night True
Harper Harris,Nurse,2 Morning False,1 Evening False,7 Night False,7 Night False,4 Night False,2 Morning False,6 Morning False,2 Morning False,7 Morning True,6 Morning False,6 Morning False,4 Night True,4 Night False,7 Morning False
Linda Torres,Nurse,5 Evening True,4 Night False,6 Morning False,4 Night False,5 Night True,5 Evening False,3 Morning False,1 Evening False,4 Night False,3 Morning False,1 Evening False,1 Evening False,1 Evening False,1 Evening True
Noah Lee,Doctor,7 Evening True,7 Night False,1 Evening False,7 Evening True,1 Evening True,7 Evening True,7 Night False,2 Morning False,5 Evening False,7 Evening True,7 Night False,2 Morning False,7 Evening True,7 Evening False
Lucas Scott,Admin,1 Evening False,2 Morning False,3 Evening True,4 Night True,7 Morning True,5 Night False,4 Night False,1 Evening False,2 Morning False,3 Morning False,6 Morning True,1 Evening False,2 Morning False,1 Evening True
John Torres,Nurse,4 Night False,4 Night False,1 Evening False,1 Evening False,7 Morning False,7 Morning False,6 Night True,5 Night True,6 Night True,3 Evening False,7 Evening False,2 Morning False,2 Morning False,7 Evening True
Richard Wright,Nurse,3 Morning False,3 Evening False,3 Evening False,7 Morning False,3 Evening True,7 Evening True,6 Morning False,7 Night True,7 Night False,4 Night False,5 Evening False,6 Morning False,1 Evening True,5 Evening True
Mia King,Admin,6 Morning True,7 Morning True,5 Night False,6 Morning True,7 Evening False,2 Morning False,6 Night True,3 Evening False,7 Morning True,6 Morning False,4 Night True,2 Morning False,3 Evening False,2 Morning True
William Brown,Admin,3 Morning False,5 Night False,7 Night False,4 Night False,7 Morning True,4 Night False,2 Morning True,7 Evening False,6 Night True,7 Evening True,7 Morning True,7 Morning False,2 Morning False,2 Morning False
Joseph Perez,Nurse,1 Evening False,7 Night True,1 Evening False,5 Evening False,1 Evening False,6 Morning False,7 Night False,7 Evening False,7 Morning True,7 Night False,4 Night False,2 Morning True,5 Night False,5 Night True
Mary Hill,Admin,3 Morning True,7 Evening False,4 Night False,5 Evening False,5 Evening False,2 Morning False,1 Evening False,7 Morning False,6 Morning False,2 Morning False,1 Evening False,7 Evening False,7 Evening True,1 Evening False
Isabella White,Doctor,7 Night False,7 Night False,7 Night False,1 Evening False,2 Morning False,5 Night False,5 Night False,7 Morning False,7 Evening False,2 Morning True,7 Morning False,1 Evening False,2 Morning False,2 Morning False
Ava Anderson,Admin,2 Morning False,5 Night False,5 Night False,5 Evening False,2 Morning False,3 Evening False,6 Morning False,7 Evening False,3 Evening False,6 Morning False,7 Night True,1 Evening False,2 Morning True,3 Evening True
Lucas Davis,Nurse,6 Morning True,7 Morning False,7 Evening True,3 Morning True,5 Night False,7 Evening False,4 Night False,7 Night False,3 Morning False,2 Morning False,4 Night True,6 Night True,2 Morning False,7 Night False
Evelyn Hill,Nurse,7 Morning False,7 Morning True,7 Night False,7 Evening False,5 Evening False,5 Evening False,1 Evening False,5 Evening False,1 Evening False,4 Night True,7 Evening False,7 Night False,4 Night False,7 Evening True
