Name,Type,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Next Monday,Next Tuesday,Next Wednesday,Next Thursday,Next Friday,Next Saturday,Next Sunday
Linda Young,Doctor,111 100,X,111 100,X,111 100,X,100 100,001 001,X,110 100,010 010,001 001,011 001,111 100
David Miller,Nurse,X,X,001 001,111 010,101 001,001 001,101 100,011 010,111 100,010 010,110 010,010 010,010 010,111 100
Oliver Scott,Admin,010 010,011 010,X,100 100,011 010,101 100,110 100,101 100,001 001,X,001 001,101 001,110 100,101 001
Harper Williams,Nurse,111 010,100 100,101 100,110 010,100 100,111 010,X,111 100,011 001,101 100,111 001,111 001,111 100,101 001
Harper Davis,Admin,011 001,100 100,X,110 100,110 100,011 001,100 100,100 100,X,X,011 001,X,010 010,101 001
Amelia Gonzalez,Admin,X,111 001,100 100,101 001,111 001,111 001,100 100,110 100,010 010,010 010,111 001,101 100,110 010,111 100
Evelyn Hill,Nurse,001 001,011 010,X,111 010,100 100,X,111 010,X,111 100,010 010,001 001,111 010,111 010,111 100
Charlotte Sanchez,Doctor,111 100,X,X,110 010,111 010,X,110 010,101 001,X,111 010,111 001,011 001,111 010,X
Thomas Lewis,Doctor,111 100,111 001,X,001 001,X,001 001,111 100,110 100,001 001,X,111 001,111 001,100 100,X
Olivia Ramirez,Admin,111 100,X,X,X,010 010,011 001,111 100,X,X,X,001 001,X,X,111 010
William Jones,Doctor,111 010,111 010,111 010,110 100,111 010,111 100,100 100,101 001,101 001,X,110 100,110 100,010 010,100 100
Charlotte Flores,Admin,X,010 010,110 100,111 100,X,011 001,100 100,X,X,X,011 001,X,X,110 100
Robert Wright,Doctor,111 100,X,011 010,X,010 010,101 100,111 001,111 001,001 001,X,X,100 100,011 010,111 010
Noah Johnson,Doctor,010 010,X,011 001,101 001,X,100 100,111 010,011 001,101 100,111 010,110 100,X,X,111 100
Alexander Martin,Nurse,010 010,001 001,011 001,100 100,001 001,110 100,111 100,101 001,010 010,X,111 001,110 100,010 010,111 010
Lucas Allen,Nurse,111 010,100 100,010 010,100 100,X,011 010,001 001,111 001,X,X,111 001,X,111 100,011 001
Isabella Hernandez,Admin,001 001,100 100,X,111 100,011 001,011 010,X,X,111 100,001 001,X,110 010,111 010,110 010
Alexander Perez,Doctor,111 100,010 010,X,111 100,100 100,110 010,111 010,010 010,111 100,111 100,X,010 010,111 001,001 001
Evelyn Jackson,Doctor,110 100,010 010,100 100,001 001,101 001,111 010,010 010,111 001,011 010,010 010,X,111 001,010 010,101 001
Margaret Robinson,Nurse,X,100 100,110 010,X,111 001,X,101 001,011 010,111 010,X,X,X,X,100 100
Susan Smith,Doctor,011 001,X,X,X,111 001,111 100,111 100,001 001,100 100,110 010,111 010,100 100,010 010,110 100
Mia Brown,Admin,001 001,X,X,010 010,110 010,111 010,001 001,X,010 010,100 100,X,011 001,101 001,010 010
Robert Anderson,Admin,110 010,110 010,X,X,100 100,001 001,X,001 001,010 010,111 010,111 010,001 001,100 100,X
James Lee,Nurse,X,100 100,100 100,101 001,111 010,X,111 001,X,101 100,001 001,100 100,110 100,111 001,111 001
Linda Clark,Nurse,101 001,011 010,001 001,X,111 010,011 010,111 100,010 010,X,100 100,101 001,100 100,X,100 100
Robert Jackson,Nurse,010 010,110 100,110 010,100 100,100 100,010 010,011 001,010 010,101 100,100 100,X,110 010,101 100,X
Susan Perez,Nurse,100 100,011 010,001 001,X,110 100,011 001,X,111 001,011 001,X,111 010,X,X,111 001
Ava Allen,Nurse,111 010,100 100,X,X,X,X,010 010,111 001,X,110 010,X,X,X,010 010
Charles Gonzalez,Doctor,X,011 010,X,101 100,001 001,111 010,010 010,110 010,111 010,X,110 010,111 010,111 100,101 001
Joseph Lee,Admin,X,X,101 001,010 010,101 001,111 001,010 010,111 100,100 100,001 001,X,101 001,100 100,111 001
Elizabeth Hill,Admin,111 100,101 100,101 001,X,010 010,110 010,101 100,100 100,100 100,100 100,X,X,111 010,X
Margaret Rodriguez,Nurse,X,111 001,X,011 010,011 010,111 010,001 001,X,111 100,111 001,X,100 100,X,010 010
Ava Miller,Doctor,100 100,010 010,100 100,110 100,111 010,010 010,111 001,101 001,010 010,010 010,111 001,110 100,111 100,X
James Scott,Doctor,101 001,111 001,100 100,001 001,111 010,110 100,X,X,X,111 001,111 100,101 100,111 010,010 010
William Lopez,Doctor,111 001,111 100,001 001,101 100,X,011 010,101 100,111 100,111 010,100 100,111 010,111 100,101 100,X
Elizabeth Brown,Doctor,100 100,010 010,111 100,001 001,001 001,111 100,110 010,X,101 100,X,111 001,010 010,X,111 010
Susan Gonzalez,Admin,100 100,011 001,X,X,111 100,101 001,X,101 100,X,X,010 010,100 100,X,111 100
Richard Brown,Nurse,100 100,X,010 010,001 001,011 001,111 010,X,X,001 001,100 100,001 001,111 001,X,111 001
Benjamin Brown,Admin,111 010,111 001,111 100,111 100,011 010,100 100,X,X,111 001,111 010,100 100,010 010,111 010,011 001
James Hill,Doctor,100 100,110 010,010 010,110 010,010 010,X,001 001,X,111 100,111 010,100 100,111 001,111 010,100 100
Oliver Walker,Doctor,X,X,X,111 001,101 100,100 100,111 100,011 010,110 010,X,110 010,110 010,X,011 001
Evelyn Johnson,Nurse,X,111 001,001 001,X,010 010,111 100,101 100,X,X,111 010,100 100,001 001,011 010,010 010
Mary Wright,Doctor,111 100,X,101 100,X,X,111 001,001 001,111 100,X,X,X,110 010,111 001,X
Sophia Thompson,Doctor,111 100,110 010,111 100,111 100,101 001,X,X,X,001 001,010 010,011 001,111 100,111 100,X
Barbara Davis,Admin,111 001,X,110 100,111 010,111 010,X,010 010,X,001 001,X,X,111 100,X,X
William Robinson,Doctor,111 001,010 010,111 100,100 100,111 001,111 001,100 100,110 010,111 100,110 010,X,111 001,X,110 010
Linda Moore,Doctor,101 100,111 100,100 100,010 010,111 001,010 010,110 100,111 010,111 100,001 001,X,X,010 010,110 100
Noah Miller,Admin,111 001,111 100,010 010,X,X,001 001,101 100,100 100,101 001,X,101 001,010 010,001 001,011 001
Evelyn White,Admin,101 100,001 001,011 001,X,X,X,001 001,001 001,111 010,110 100,011 001,001 001,111 100,010 010
Richard Walker,Doctor,010 010,X,100 100,X,111 100,011 001,100 100,X,101 001,111 001,X,101 100,111 001,111 001
Margaret Williams,Doctor,111 010,011 001,X,X,110 100,X,001 001,X,X,011 010,001 001,010 010,X,001 001
Alexander Brown,Doctor,X,X,100 100,X,111 001,001 001,X,111 100,X,111 100,101 100,011 010,X,001 001
John Thompson,Doctor,X,001 001,111 001,X,001 001,X,101 001,011 010,111 100,X,111 100,111 010,111 001,011 010
Robert Hill,Nurse,010 010,X,111 100,111 001,101 001,X,001 001,X,011 010,101 001,X,010 010,111 010,111 001
Isabella Walker,Doctor,111 010,101 100,110 100,111 010,X,111 001,011 010,100 100,110 010,010 010,111 010,001 001,010 010,001 001
Susan Jones,Nurse,001 001,X,100 100,111 100,X,X,X,X,111 100,111 100,100 100,100 100,110 010,001 001
Lisa Jones,Nurse,101 100,001 001,001 001,001 001,001 001,110 010,101 100,010 010,001 001,011 001,001 001,100 100,X,111 001
Oliver Jackson,Admin,110 010,111 001,010 010,X,100 100,101 001,111 010,X,001 001,111 001,011 001,X,111 100,111 100
Susan Lee,Doctor,101 001,111 100,111 100,X,101 001,011 001,X,X,101 100,X,010 010,011 001,X,101 100
Ava Martinez,Doctor,X,X,010 010,110 010,X,110 010,011 001,110 010,111 010,011 010,100 100,100 100,X,101 100
William Moore,Doctor,X,111 010,101 001,111 010,X,111 001,111 010,110 010,001 001,111 001,110 100,111 001,110 100,111 001
Emma Ramirez,Doctor,X,001 001,011 001,011 001,X,100 100,111 010,X,100 100,X,010 010,110 010,110 100,X
Richard Hill,Nurse,111 001,111 010,111 100,001 001,010 010,111 100,001 001,X,011 001,100 100,111 001,001 001,111 001,X
William Harris,Admin,111 010,111 100,001 001,X,X,010 010,X,X,111 010,111 100,010 010,X,111 100,100 100
Elijah Johnson,Nurse,111 001,111 001,111 100,111 010,101 001,001 001,011 001,X,010 010,X,010 010,X,001 001,110 010
Emma Williams,Admin,100 100,101 100,X,X,111 010,001 001,X,111 010,X,111 001,X,111 010,110 100,010 010
David Smith,Admin,001 001,001 001,X,X,111 001,X,X,111 010,100 100,100 100,110 010,011 010,001 001,011 001
Linda Hernandez,Nurse,010 010,X,X,X,111 001,X,111 001,111 100,111 010,100 100,111 001,111 001,011 010,X
Liam Hill,Admin,111 100,X,010 010,111 100,111 010,111 001,001 001,111 001,100 100,111 100,100 100,010 010,001 001,X
Emma Brown,Doctor,011 001,011 010,100 100,X,111 001,111 010,011 001,X,110 010,001 001,100 100,001 001,101 100,X
Linda White,Nurse,111 100,X,111 010,010 010,111 001,011 001,111 010,X,100 100,X,X,111 100,010 010,100 100
Richard Jackson,Nurse,010 010,010 010,X,X,001 001,111 100,011 010,010 010,001 001,X,010 010,X,100 100,100 100
Patricia Nguyen,Admin,111 100,110 010,101 001,111 100,011 001,X,001 001,011 001,111 001,101 001,001 001,011 010,X,111 100
Charles Miller,Nurse,X,111 010,111 010,011 010,001 001,111 010,010 010,101 100,110 100,110 100,011 010,X,111 001,111 100
Sophia Anderson,Doctor,X,111 010,101 001,001 001,100 100,011 001,111 001,X,111 001,100 100,X,X,100 100,X
Noah Allen,Doctor,011 010,X,010 010,101 001,111 001,X,X,X,X,X,110 010,101 001,001 001,001 001
David Martinez,Admin,111 100,100 100,100 100,001 001,111 010,110 010,001 001,101 001,X,111 010,X,111 100,101 100,010 010
Oliver Allen,Doctor,100 100,111 100,111 100,X,010 010,111 010,X,111 100,X,001 001,110 010,111 001,100 100,111 100
Noah Wright,Nurse,X,X,001 001,101 100,101 100,010 010,100 100,X,001 001,X,111 100,101 100,110 010,X
Patricia Perez,Doctor,111 010,001 001,001 001,X,001 001,011 001,001 001,X,110 100,X,010 010,X,X,X
Elizabeth Young,Admin,111 100,X,111 010,110 100,001 001,100 100,001 001,010 010,111 010,111 001,111 010,X,111 010,111 001
Benjamin Thompson,Nurse,X,010 010,100 100,010 010,X,X,101 100,101 100,011 010,110 100,110 100,X,101 001,X
Susan Wilson,Admin,X,X,011 010,111 001,111 010,X,111 010,001 001,010 010,X,001 001,010 010,011 001,111 010
Mia Ramirez,Doctor,100 100,X,111 010,111 010,100 100,X,X,111 010,100 100,101 100,X,111 001,X,110 010
John King,Nurse,010 010,010 010,111 010,X,111 100,011 001,110 100,X,100 100,001 001,X,X,010 010,X
Amelia Lewis,Doctor,110 010,111 100,110 010,111 001,101 100,011 010,001 001,011 010,011 010,X,011 010,X,111 001,011 001
James Moore,Doctor,010 010,110 010,010 010,001 001,001 001,011 001,111 100,110 010,X,X,X,001 001,001 001,111 001
Evelyn Walker,Doctor,111 001,010 010,111 001,X,001 001,101 001,110 100,110 100,110 010,011 001,001 001,100 100,X,111 001
Benjamin Lewis,Doctor,001 001,111 010,111 001,010 010,111 001,111 001,X,110 010,111 010,X,011 001,111 001,X,101 001
Emma Sanchez,Admin,110 010,X,111 001,011 001,011 001,111 100,111 010,010 010,X,010 010,001 001,111 100,X,110 100
Sophia Martin,Nurse,100 100,X,X,X,X,110 100,X,X,001 001,100 100,X,111 001,111 100,111 001
Patricia Harris,Admin,010 010,111 100,111 100,010 010,111 100,010 010,X,001 001,100 100,010 010,001 001,100 100,101 100,011 001
Barbara Thompson,Nurse,111 001,100 100,111 001,011 001,111 100,101 100,110 100,110 010,110 100,111 100,010 010,011 001,001 001,010 010
Margaret Nguyen,Nurse,110 100,X,001 001,X,101 100,X,111 100,101 001,001 001,011 010,110 100,X,111 010,111 001
Henry Allen,Admin,111 100,X,X,X,X,101 001,011 001,111 010,X,111 010,100 100,X,X,111 100
Charlotte Clark,Admin,X,X,X,001 001,111 100,X,010 010,010 010,111 001,101 001,111 001,111 001,010 010,111 010
Isabella King,Doctor,100 100,010 010,100 100,111 001,111 010,111 100,111 010,111 001,X,X,X,001 001,X,001 001
Evelyn Clark,Nurse,001 001,010 010,111 010,X,111 010,110 010,X,X,110 010,111 010,111 100,001 001,111 001,001 001
Robert Hernandez,Nurse,X,010 010,X,X,010 010,010 010,011 010,001 001,111 010,X,101 001,111 100,111 001,X
Amelia Flores,Nurse,111 001,X,010 010,011 001,011 010,X,011 010,111 010,001 001,111 001,X,111 001,111 010,011 010
Jennifer Hernandez,Admin,X,X,X,X,110 100,110 010,X,X,011 001,100 100,111 001,X,001 001,010 010
Charlotte Smith,Admin,X,X,101 001,111 010,011 010,101 100,110 010,111 001,111 010,111 001,010 010,111 010,011 001,X
Evelyn Davis,Nurse,001 001,X,111 010,111 010,101 100,111 001,101 001,X,010 010,X,X,010 010,X,110 100
William Nguyen,Doctor,X,111 001,001 001,001 001,X,X,001 001,001 001,X,100 100,101 001,100 100,100 100,111 100
Mary Torres,Nurse,110 100,X,100 100,110 010,010 010,111 100,110 100,X,111 010,011 001,100 100,010 010,X,111 100
James Brown,Doctor,100 100,X,111 100,001 001,X,X,X,100 100,001 001,100 100,111 100,101 100,111 001,111 100
Elijah Williams,Admin,010 010,001 001,111 100,100 100,111 010,X,101 001,X,111 100,001 001,111 010,111 010,101 001,111 010
Elizabeth Sanchez,Nurse,111 001,001 001,111 100,110 010,X,001 001,111 010,111 001,101 001,011 001,110 100,001 001,110 100,101 100
Joseph Wright,Admin,011 001,110 010,111 001,X,X,010 010,010 010,100 100,X,010 010,110 010,111 010,011 001,111 010
Margaret Allen,Doctor,101 100,111 001,001 001,101 001,001 001,111 001,101 001,111 010,010 010,001 001,100 100,X,X,011 001
Patricia Flores,Admin,111 010,110 100,100 100,X,110 010,100 100,X,010 010,X,100 100,010 010,111 100,001 001,100 100
James Williams,Doctor,X,100 100,001 001,001 001,111 001,101 001,001 001,110 010,X,010 010,111 010,111 010,X,111 100
Alexander Lopez,Nurse,110 010,010 010,011 010,011 010,011 001,110 010,X,111 100,111 100,X,110 010,111 010,111 001,110 100
Mia Robinson,Admin,110 100,101 100,X,111 010,X,111 001,010 010,111 010,X,X,101 100,X,001 001,011 010
Harper Rodriguez,Nurse,X,100 100,100 100,X,X,X,001 001,111 010,110 100,101 100,X,110 100,X,110 010
Elizabeth Rodriguez,Admin,010 010,X,111 010,001 001,111 001,100 100,111 010,X,001 001,111 100,X,111 001,100 100,X
Harper Moore,Doctor,101 001,011 010,101 001,111 001,X,111 100,100 100,011 010,111 001,X,111 001,111 010,X,010 010
Michael Johnson,Nurse,110 100,101 001,111 100,110 100,010 010,X,X,X,011 001,X,X,001 001,110 100,101 100
William Lee,Admin,010 010,010 010,011 010,X,X,X,110 010,001 001,X,101 100,011 010,011 010,X,X
Dorothy Ramirez,Nurse,111 100,110 010,100 100,010 010,111 001,100 100,110 100,101 001,100 100,X,111 100,X,X,110 100
Mary Walker,Admin,X,111 010,010 010,X,010 010,100 100,111 100,111 010,111 100,101 001,111 001,110 100,011 001,111 100
Evelyn Allen,Doctor,110 010,X,111 010,X,111 010,X,100 100,111 010,101 001,010 010,101 001,100 100,111 010,X
Lucas White,Nurse,110 010,111 001,101 100,X,101 001,010 010,011 001,X,X,X,X,X,010 010,001 001
Mary Wilson,Doctor,111 001,111 100,X,111 010,110 100,X,010 010,101 001,010 010,X,100 100,011 010,101 100,101 001
Isabella Jones,Doctor,X,010 010,X,100 100,100 100,111 100,X,011 001,001 001,111 010,010 010,100 100,X,001 001
Amelia Jackson,Doctor,111 010,111 010,010 010,111 001,111 010,X,010 010,X,111 100,X,X,X,111 010,X
Susan Williams,Doctor,010 010,110 100,111 001,010 010,101 001,100 100,X,111 010,111 001,100 100,001 001,010 010,X,111 001
Olivia Lee,Admin,111 100,001 001,110 100,101 001,X,X,111 010,001 001,010 010,010 010,111 100,X,111 001,110 100
Ava Lopez,Admin,X,X,010 010,X,001 001,X,110 100,001 001,X,X,111 001,111 100,111 010,X
Barbara Sanchez,Nurse,X,101 100,110 100,X,X,100 100,011 001,111 001,101 100,001 001,111 100,011 001,111 010,X
Amelia Hernandez,Admin,X,111 100,X,X,010 010,110 100,011 001,010 010,010 010,011 010,001 001,111 010,110 100,X
James Walker,Admin,011 010,110 010,111 001,X,111 001,100 100,X,111 010,101 001,100 100,011 010,011 010,X,011 001
Robert Rodriguez,Admin,100 100,100 100,111 001,101 001,111 010,010 010,111 010,111 001,111 001,110 010,110 010,100 100,011 001,111 100
David Johnson,Doctor,110 010,111 010,010 010,101 001,111 100,111 001,X,111 001,010 010,001 001,011 001,101 100,011 010,101 001
Joseph Rodriguez,Admin,001 001,111 001,100 100,011 010,001 001,011 001,100 100,100 100,111 100,101 100,011 001,101 001,010 010,111 010
Susan Robinson,Nurse,110 100,100 100,110 010,X,X,111 100,001 001,111 010,100 100,X,100 100,011 010,101 100,110 010
Sophia Garcia,Nurse,110 100,011 010,111 001,100 100,111 001,001 001,111 010,010 010,111 010,100 100,010 010,001 001,111 001,X
Ava Sanchez,Nurse,X,001 001,110 010,001 001,X,001 001,111 010,X,X,111 010,X,X,100 100,111 010
Margaret Johnson,Nurse,010 010,111 010,111 001,100 100,111 001,010 010,001 001,X,110 010,111 100,111 001,X,001 001,100 100
Richard Harris,Admin,010 010,011 001,X,011 010,010 010,001 001,011 001,011 010,100 100,110 100,111 010,111 010,111 100,100 100
Mary Garcia,Nurse,101 100,110 100,100 100,111 010,110 100,100 100,010 010,X,X,X,X,X,111 100,111 010
Alexander Garcia,Doctor,111 001,010 010,100 100,111 100,011 001,110 010,X,100 100,101 100,X,101 100,010 010,X,111 001
Linda Lee,Nurse,X,X,111 010,X,001 001,X,111 100,X,111 100,111 100,111 100,110 100,X,111 001
Sophia White,Doctor,101 001,X,111 001,010 010,111 001,111 001,010 010,111 100,011 001,001 001,X,100 100,X,111 001
Amelia Sanchez,Doctor,X,101 001,111 001,010 010,001 001,010 010,X,111 001,100 100,111 010,011 001,010 010,010 010,011 001
Amelia Ramirez,Doctor,X,001 001,010 010,101 100,001 001,111 001,111 010,010 010,110 010,X,110 010,011 010,011 010,011 001
Ava Wright,Doctor,X,111 010,111 001,111 010,111 001,001 001,100 100,X,011 010,111 010,001 001,111 010,X,X
Lucas Perez,Nurse,100 100,X,010 010,100 100,110 010,010 010,101 001,001 001,X,100 100,111 010,X,011 010,X
Noah Wilson,Doctor,100 100,111 010,001 001,010 010,110 010,X,010 010,X,111 100,X,101 100,X,010 010,001 001
Ava Lee,Nurse,010 010,111 001,111 010,111 010,X,X,101 100,011 010,010 010,111 100,X,100 100,100 100,110 010
Mia Thomas,Doctor,111 010,110 010,X,X,X,100 100,X,111 001,010 010,111 010,X,X,X,111 100
Susan Clark,Admin,101 100,111 010,010 010,X,011 001,100 100,001 001,X,X,001 001,111 010,001 001,011 010,X
Linda Martin,Admin,110 100,111 010,010 010,111 100,011 001,X,111 100,110 100,X,011 001,101 001,111 010,111 100,010 010
Harper Smith,Doctor,100 100,100 100,100 100,X,001 001,111 001,001 001,X,X,011 001,100 100,001 001,001 001,111 001
Sophia Nguyen,Nurse,010 010,X,X,X,X,111 100,011 010,100 100,X,101 100,X,111 100,110 010,X
Richard Rodriguez,Doctor,100 100,101 100,111 001,011 010,100 100,111 010,110 100,101 100,111 010,100 100,X,010 010,101 001,101 100
Alexander Allen,Admin,111 100,111 010,110 100,111 001,111 100,111 100,101 100,010 010,110 010,010 010,111 001,X,001 001,001 001
Sophia Rodriguez,Doctor,101 001,100 100,X,111 001,011 010,001 001,101 100,111 100,010 010,111 001,111 100,001 001,110 010,100 100
Susan Jackson,Admin,111 001,X,110 010,110 100,101 100,X,111 100,101 100,111 010,001 001,111 010,110 100,001 001,X
John Scott,Nurse,001 001,001 001,010 010,111 100,010 010,011 010,010 010,X,111 100,111 100,110 100,111 010,001 001,X
Lucas Walker,Nurse,101 100,001 001,111 001,001 001,111 010,100 100,111 001,X,011 001,111 100,101 100,110 010,111 001,X
Alexander Thompson,Nurse,X,X,110 010,001 001,100 100,010 010,100 100,111 001,111 010,X,010 010,100 100,100 100,X
Lisa Johnson,Doctor,X,X,111 010,111 100,111 100,110 010,001 001,X,111 010,010 010,011 001,110 010,111 010,X
Elizabeth Johnson,Admin,X,110 010,010 010,001 001,X,111 100,110 010,101 001,001 001,111 010,X,011 001,111 100,001 001
Mia Taylor,Doctor,X,111 100,100 100,110 010,010 010,X,X,X,011 001,X,111 100,101 100,010 010,001 001
Lucas Martin,Doctor,110 010,100 100,100 100,111 001,X,011 010,001 001,010 010,X,001 001,011 001,X,010 010,111 100
Mary Jones,Admin,111 010,100 100,111 010,X,111 100,X,100 100,010 010,011 010,111 100,001 001,111 010,100 100,111 010
Benjamin Jackson,Doctor,110 100,001 001,111 100,110 100,111 100,X,X,010 010,101 100,111 100,111 001,100 100,101 001,X
Lisa Taylor,Doctor,X,010 010,X,X,101 100,101 001,010 010,010 010,111 001,111 100,010 010,100 100,100 100,010 010
Noah Anderson,Nurse,X,110 010,001 001,011 010,010 010,111 001,110 100,X,111 001,111 010,001 001,X,X,111 010
Charles Martinez,Nurse,111 100,101 100,011 001,100 100,X,X,111 010,101 100,101 100,111 010,X,X,111 001,010 010
Noah Davis,Admin,100 100,001 001,111 010,010 010,111 100,001 001,X,101 100,001 001,010 010,X,100 100,111 100,111 001
Linda Torres,Doctor,X,010 010,X,111 010,001 001,001 001,X,X,X,101 100,101 100,010 010,X,001 001
Olivia Lewis,Admin,111 100,111 010,101 100,110 100,010 010,110 010,X,111 010,101 100,111 100,011 001,111 100,111 100,100 100
Charles Sanchez,Nurse,101 100,X,101 001,011 001,001 001,111 001,011 010,011 001,010 010,100 100,111 001,110 100,111 100,011 001
Thomas Moore,Nurse,X,101 001,101 100,101 001,101 100,110 010,X,100 100,101 001,011 001,101 100,011 001,X,001 001
Dorothy Clark,Admin,111 001,111 100,001 001,101 001,111 100,100 100,111 001,011 010,111 100,001 001,111 100,010 010,010 010,110 010
Noah Hill,Nurse,101 100,111 001,011 001,011 001,101 100,100 100,X,X,X,111 001,111 010,010 010,001 001,X
Elizabeth Ramirez,Admin,111 010,001 001,111 010,111 010,010 010,X,X,011 001,101 001,X,100 100,001 001,111 100,111 100
Michael Gonzalez,Doctor,X,100 100,111 001,X,X,111 001,101 100,010 010,111 001,011 001,010 010,100 100,100 100,100 100
Michael Hill,Doctor,010 010,X,X,010 010,110 010,011 010,101 001,X,X,101 100,100 100,111 001,110 100,X
Joseph Clark,Admin,X,X,111 010,X,111 100,111 010,111 001,110 100,011 010,111 010,101 100,X,X,111 100
Evelyn Torres,Nurse,011 001,100 100,X,111 100,100 100,X,011 010,111 010,111 010,111 001,111 001,X,010 010,001 001
Linda Anderson,Admin,X,111 010,001 001,110 100,111 001,111 001,100 100,111 010,X,111 100,111 010,010 010,100 100,X
William Ramirez,Nurse,X,010 010,001 001,X,010 010,010 010,010 010,111 100,101 100,X,X,110 010,110 010,100 100
Thomas Jackson,Admin,X,011 010,110 100,011 001,001 001,100 100,X,111 001,111 010,110 010,010 010,111 100,X,101 001
Jennifer Lopez,Nurse,X,X,001 001,010 010,111 001,111 100,010 010,010 010,100 100,X,111 001,101 100,X,101 100
Robert Thompson,Nurse,111 100,X,X,001 001,X,101 001,111 100,011 010,101 001,010 010,101 100,110 010,101 001,101 100
James Lewis,Doctor,100 100,010 010,101 100,010 010,010 010,100 100,111 001,100 100,111 010,X,100 100,011 010,011 001,X
William Rodriguez,Nurse,111 100,X,111 010,100 100,X,111 100,110 100,X,110 010,011 001,001 001,001 001,X,100 100
Olivia Anderson,Admin,X,001 001,100 100,011 001,111 010,111 010,011 010,010 010,011 010,111 010,X,X,111 010,010 010
Richard King,Doctor,111 001,001 001,111 010,X,100 100,X,011 010,101 001,010 010,100 100,101 001,011 001,101 100,011 001
Isabella Flores,Nurse,100 100,100 100,101 001,010 010,X,X,001 001,111 100,X,X,X,111 100,111 100,X
William Thomas,Doctor,111 010,111 100,110 100,X,X,X,001 001,111 010,011 001,X,X,101 100,001 001,111 100
Jennifer Lee,Nurse,010 010,101 100,101 100,X,010 010,X,110 010,X,110 100,100 100,X,101 100,111 001,X
Thomas Jones,Nurse,111 010,111 010,010 010,100 100,100 100,110 010,X,111 010,X,110 100,010 010,100 100,X,100 100
Liam Scott,Doctor,001 001,100 100,001 001,101 100,111 010,001 001,010 010,101 001,011 010,X,111 001,010 010,X,X
Ava Moore,Doctor,X,100 100,110 100,001 001,111 100,011 010,X,X,001 001,001 001,100 100,111 001,101 001,110 100
Patricia Williams,Nurse,001 001,101 100,011 010,X,X,111 001,100 100,111 010,011 001,111 001,X,010 010,100 100,111 010
Margaret Perez,Admin,X,110 010,111 100,111 010,001 001,101 100,011 010,111 100,100 100,110 100,101 001,X,011 001,101 100
Thomas Garcia,Admin,X,010 010,001 001,101 100,001 001,111 100,010 010,X,111 100,X,110 100,110 100,X,011 001
Emma Young,Doctor,X,101 100,X,111 001,111 010,001 001,X,101 001,111 100,001 001,001 001,011 010,001 001,101 001
Margaret Clark,Admin,111 010,111 001,110 100,011 001,X,001 001,111 100,001 001,101 100,011 010,X,X,001 001,100 100
Amelia Wright,Nurse,X,111 100,101 001,100 100,X,X,110 100,111 001,X,X,100 100,111 100,110 100,111 100
James Wright,Nurse,X,X,001 001,111 010,X,100 100,001 001,001 001,X,101 001,X,011 001,X,X
Alexander Clark,Admin,011 010,011 010,110 010,011 001,X,X,001 001,111 100,110 100,100 100,111 001,001 001,011 001,001 001
