Name,Type,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Next Monday,Next Tuesday,Next Wednesday,Next Thursday,Next Friday,Next Saturday,Next Sunday
Barbara Torres,Doctor,101 100,110 100,X,111 010,111 010,X,011 010,100 100,100 100,111 100,110 010,111 100,X,100 100
Emma Harris,Admin,001 001,X,010 010,111 010,X,111 010,X,010 010,111 010,001 001,100 100,111 010,100 100,111 001
Susan Smith,Nurse,001 001,X,X,111 100,111 010,111 001,001 001,111 100,111 010,001 001,X,X,110 100,001 001
Lucas Rodriguez,Admin,X,111 010,111 100,010 010,110 100,010 010,111 010,111 001,X,111 001,101 001,X,111 001,111 001
Dorothy Thompson,Admin,110 100,111 001,111 010,011 010,110 010,100 100,010 010,101 001,011 001,X,111 001,100 100,111 100,110 010
Richard Jones,Admin,111 010,101 001,X,X,111 100,110 100,101 001,111 010,011 001,X,110 100,110 100,110 100,100 100
Linda Nguyen,Nurse,111 010,111 100,111 100,001 001,110 010,X,110 010,X,101 100,111 100,100 100,001 001,100 100,111 100
David Robinson,Nurse,001 001,X,X,010 010,111 100,X,100 100,111 010,101 001,X,110 100,101 001,X,100 100
Richard Anderson,Doctor,X,010 010,X,101 100,001 001,011 010,001 001,011 010,111 100,111 010,010 010,X,X,X
Elizabeth Hill,Admin,X,001 001,100 100,110 100,X,X,X,100 100,100 100,X,111 001,111 100,111 001,001 001
Charlotte Smith,Nurse,111 010,111 100,X,111 001,X,100 100,101 100,X,111 010,001 001,110 100,001 001,101 001,011 001
Emma Williams,Admin,010 010,X,010 010,111 001,101 001,001 001,011 010,X,001 001,010 010,010 010,100 100,X,011 001
Lucas Johnson,Nurse,111 100,100 100,111 001,X,110 100,101 100,X,111 010,X,111 100,X,001 001,110 100,111 100
Susan King,Nurse,111 010,001 001,011 010,110 010,110 100,001 001,111 001,011 001,X,011 001,110 100,X,011 001,X
Emma Scott,Nurse,011 001,010 010,111 010,111 010,X,111 010,011 010,111 010,011 001,X,X,001 001,111 010,110 100
Susan Williams,Nurse,X,111 001,100 100,011 001,X,111 100,100 100,X,111 100,001 001,X,110 100,001 001,001 001
Oliver Garcia,Admin,100 100,111 001,001 001,111 100,010 010,100 100,010 010,111 001,X,011 010,X,X,010 010,X
John Ramirez,Admin,111 001,X,111 001,101 100,111 001,010 010,111 010,010 010,101 100,010 010,111 010,010 010,X,011 001
David Martin,Nurse,001 001,X,001 001,111 010,111 001,111 001,111 010,111 001,010 010,100 100,100 100,100 100,111 010,011 001
Ava Jackson,Admin,100 100,101 100,111 010,001 001,111 100,X,011 001,001 001,X,111 100,X,011 001,X,X
Elijah Moore,Nurse,X,X,011 010,X,101 001,101 001,X,110 100,001 001,111 010,111 100,111 001,100 100,011 010
Patricia Harris,Doctor,001 001,X,X,111 001,010 010,X,011 010,111 100,101 001,010 010,X,111 001,001 001,X
Robert Torres,Doctor,110 100,011 010,010 010,100 100,001 001,010 010,100 100,X,001 001,111 001,011 001,X,X,001 001
Lisa Hernandez,Admin,110 100,X,X,111 100,110 100,111 100,011 001,010 010,011 001,100 100,111 001,111 010,111 010,101 001
Richard Gonzalez,Admin,100 100,011 010,100 100,X,101 001,111 100,X,011 001,011 001,X,X,111 100,111 100,X
John Sanchez,Admin,X,X,100 100,001 001,X,X,011 010,101 001,111 001,010 010,100 100,111 010,110 010,111 001
Robert Garcia,Nurse,111 100,X,100 100,110 010,101 001,X,111 100,111 010,111 010,010 010,001 001,X,011 001,X
Richard Robinson,Doctor,X,110 010,111 010,X,111 001,101 100,111 010,X,X,X,011 001,011 010,X,101 001
Benjamin Johnson,Doctor,X,111 100,X,111 001,101 001,010 010,011 010,100 100,X,111 010,X,X,110 100,011 010
Benjamin Smith,Doctor,101 100,010 010,X,X,110 100,111 010,101 001,101 100,110 100,X,X,110 100,011 001,010 010
Henry Rodriguez,Nurse,111 001,100 100,111 001,111 100,110 100,110 100,111 001,011 010,100 100,011 010,100 100,001 001,011 010,110 100
Amelia Davis,Admin,X,X,100 100,111 010,110 100,011 010,010 010,010 010,001 001,101 001,101 100,111 001,111 010,100 100
Oliver Williams,Admin,X,111 100,110 100,110 010,011 001,111 001,X,011 010,X,100 100,010 010,X,101 100,111 100
James Sanchez,Admin,010 010,X,X,111 001,111 001,X,X,X,010 010,X,X,001 001,X,110 010
Harper Ramirez,Admin,001 001,111 100,X,011 001,111 100,111 100,X,110 010,X,X,110 100,110 100,111 100,101 001
Noah Allen,Doctor,101 100,X,X,111 010,X,010 010,X,010 010,X,100 100,011 001,111 010,110 010,X
Benjamin Scott,Admin,111 001,111 010,110 010,100 100,010 010,101 100,001 001,111 010,X,111 001,110 010,111 010,011 001,111 010
David Smith,Admin,111 001,111 001,111 010,X,X,101 001,001 001,110 010,110 010,X,011 001,100 100,X,X
Amelia Garcia,Doctor,111 010,010 010,100 100,110 100,111 010,111 001,001 001,X,101 001,111 001,111 100,X,111 100,110 010
Linda Davis,Nurse,111 001,111 100,111 001,X,111 001,110 100,X,010 010,010 010,001 001,001 001,X,X,111 001
Barbara Allen,Admin,111 010,X,100 100,111 100,100 100,X,111 100,X,X,X,011 001,111 010,111 010,111 001
Isabella Ramirez,Admin,111 010,001 001,111 001,111 001,101 100,X,110 100,100 100,111 100,111 001,010 010,X,010 010,X
Evelyn Lee,Nurse,111 010,111 100,111 001,001 001,111 010,X,100 100,111 001,100 100,X,111 010,X,110 010,011 010
Liam Martinez,Nurse,011 001,111 010,111 100,010 010,010 010,111 001,X,X,010 010,101 001,X,100 100,111 010,110 010
Linda Rodriguez,Nurse,010 010,111 010,111 001,111 001,110 100,110 010,X,101 100,100 100,011 001,111 010,X,100 100,011 010
Charlotte Harris,Doctor,111 010,110 010,111 010,111 001,111 100,X,111 010,010 010,X,X,010 010,011 001,001 001,011 010
Joseph Jones,Doctor,011 001,001 001,X,100 100,100 100,111 010,011 001,X,001 001,X,X,101 001,011 001,X
Mary Young,Admin,101 001,X,101 100,001 001,011 001,X,111 010,101 001,100 100,100 100,010 010,001 001,111 010,100 100
David Allen,Nurse,111 010,011 001,111 100,110 010,111 001,010 010,101 100,010 010,010 010,011 010,100 100,X,011 010,111 100
Margaret Garcia,Nurse,111 001,011 010,101 001,110 010,011 001,100 100,X,111 010,010 010,X,X,X,100 100,110 100
Robert Lee,Doctor,X,X,001 001,111 010,101 001,011 010,011 010,111 100,010 010,111 010,110 010,011 001,X,X
Charlotte Lewis,Nurse,110 010,X,101 100,001 001,X,X,111 100,010 010,111 001,111 001,101 100,001 001,111 010,111 001
Lucas Martinez,Nurse,100 100,011 010,011 010,011 010,X,X,111 100,110 100,X,001 001,111 010,111 001,010 010,111 001
Benjamin Robinson,Admin,100 100,011 010,X,111 100,100 100,011 010,010 010,001 001,110 100,001 001,X,X,X,111 001
Isabella Williams,Doctor,011 010,110 100,010 010,011 010,110 010,110 100,001 001,101 100,010 010,001 001,010 010,111 001,X,111 100
Thomas Hill,Nurse,X,111 100,010 010,101 001,101 100,111 100,111 010,X,111 010,111 010,001 001,X,X,010 010
Emma Jones,Admin,110 010,001 001,110 100,100 100,101 001,011 010,110 100,111 100,X,011 010,101 100,101 100,X,111 100
Ava Robinson,Nurse,X,101 001,101 001,111 001,X,100 100,001 001,X,X,011 001,110 010,001 001,X,X
William Clark,Nurse,111 001,X,001 001,010 010,X,010 010,111 001,111 001,X,011 001,110 010,X,011 001,100 100
Patricia Martin,Nurse,111 010,101 001,100 100,X,111 001,X,X,X,111 100,111 001,100 100,X,111 010,100 100
William Wright,Admin,110 010,X,101 100,101 100,X,111 100,010 010,X,010 010,111 001,001 001,100 100,110 010,110 010
Margaret Allen,Nurse,101 100,X,101 100,100 100,100 100,111 010,011 010,100 100,101 100,111 100,111 100,X,010 010,111 001
Margaret Harris,Nurse,X,100 100,011 001,101 100,X,101 100,101 100,011 001,001 001,111 001,100 100,111 001,001 001,011 010
Sophia Lewis,Nurse,X,X,111 100,111 001,X,X,001 001,011 001,001 001,111 001,001 001,X,110 010,111 010
Ava Wilson,Nurse,010 010,001 001,100 100,111 001,X,101 100,011 010,X,X,111 001,X,X,X,011 010
Michael Sanchez,Admin,110 100,111 001,X,111 001,X,101 100,X,111 100,111 001,001 001,001 001,011 001,111 001,001 001
Elijah Walker,Admin,111 100,111 100,X,001 001,110 100,010 010,X,X,111 100,111 010,010 010,111 001,101 100,X
Liam Rodriguez,Admin,011 001,010 010,001 001,011 010,010 010,111 010,011 010,011 001,111 010,X,X,110 010,110 010,111 100
Olivia Hernandez,Admin,X,111 100,X,011 001,011 001,X,100 100,111 001,011 001,111 001,001 001,111 001,011 001,111 100
Susan Gonzalez,Admin,011 010,111 100,X,111 001,110 100,111 001,X,110 010,110 010,X,X,001 001,001 001,111 100
David Walker,Doctor,X,111 010,X,X,X,X,001 001,X,011 001,111 100,111 100,110 010,111 010,111 100
Richard Allen,Doctor,100 100,111 100,101 001,111 010,X,010 010,010 010,101 100,X,010 010,110 100,111 100,111 010,X
Mary Johnson,Doctor,111 100,101 001,X,011 010,X,X,001 001,110 100,X,010 010,010 010,001 001,111 001,X
John Taylor,Admin,100 100,111 010,X,101 001,100 100,X,101 001,001 001,101 100,101 100,110 100,010 010,111 100,011 010
Lucas Young,Admin,111 100,101 100,111 010,100 100,110 100,010 010,101 001,100 100,010 010,X,111 001,101 001,X,111 001
Lucas Davis,Doctor,111 100,111 100,X,111 010,X,111 100,001 001,010 010,111 100,111 010,111 100,111 001,011 010,111 010
Benjamin Wright,Nurse,111 001,X,X,001 001,X,001 001,X,010 010,010 010,101 100,011 001,110 100,101 100,X
William Sanchez,Nurse,111 010,111 100,011 010,010 010,101 100,100 100,110 010,101 100,100 100,101 100,010 010,X,011 001,111 001
Emma Davis,Doctor,X,111 001,X,111 010,001 001,010 010,111 100,X,011 001,001 001,001 001,110 100,111 100,X
Jennifer Ramirez,Nurse,111 100,101 100,X,011 001,101 100,110 100,X,001 001,001 001,111 100,011 001,011 001,111 100,111 001
Robert Scott,Nurse,110 010,110 100,010 010,X,X,111 010,111 010,X,111 001,001 001,X,101 100,111 010,111 001
Liam Moore,Nurse,X,111 100,001 001,001 001,010 010,111 100,111 001,100 100,101 001,X,100 100,101 100,X,X
Benjamin Perez,Admin,001 001,001 001,X,X,X,X,111 100,101 100,001 001,011 001,001 001,011 010,X,011 010
Mia Martin,Nurse,001 001,X,101 100,001 001,111 010,111 010,100 100,010 010,111 010,101 100,111 100,111 001,X,110 010
David Brown,Doctor,111 010,100 100,X,100 100,111 001,111 001,111 010,X,111 001,001 001,100 100,100 100,X,111 100
Joseph Hill,Doctor,X,X,011 001,X,111 001,111 100,X,011 001,010 010,011 001,011 001,X,X,111 001
