Name,Type,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Next Monday,Next Tuesday,Next Wednesday,Next Thursday,Next Friday,Next Saturday,Next Sunday
Dorothy Davis,Doctor,X,X,X,001 001,110 010,X,010 010,X,010 010,111 001,X,110 100,X,111 001
Margaret Rodriguez,Nurse,101 100,110 100,011 001,010 010,X,111 100,101 001,111 001,100 100,100 100,X,011 001,101 001,X
Liam Davis,Admin,X,111 001,100 100,111 001,X,X,001 001,111 100,110 010,X,111 010,X,X,001 001
William Garcia,Doctor,111 010,111 001,010 010,X,100 100,111 001,X,010 010,X,111 010,111 001,001 001,011 001,011 001
Evelyn Rodriguez,Doctor,010 010,X,110 010,111 010,001 001,010 010,101 100,110 010,010 010,101 100,X,X,001 001,X
Barbara Moore,Doctor,001 001,111 001,X,X,101 100,110 010,100 100,110 010,001 001,010 010,110 010,010 010,110 010,110 010
Mia Young,Nurse,X,X,X,001 001,101 001,011 001,001 001,110 100,X,001 001,011 001,101 001,111 100,011 001
Margaret Johnson,Admin,101 001,111 001,111 001,X,101 100,100 100,X,101 100,111 100,110 100,X,X,110 010,110 010
Elizabeth Williams,Admin,111 100,110 010,X,111 100,111 100,011 010,111 100,011 010,101 001,X,101 100,100 100,100 100,101 100
Amelia Perez,Nurse,001 001,X,111 010,X,010 010,011 001,X,X,100 100,X,001 001,111 001,100 100,011 010
Amelia Jackson,Doctor,110 010,X,110 010,X,111 010,011 001,110 100,X,111 001,100 100,111 001,100 100,X,001 001
Emma Scott,Nurse,100 100,111 010,111 100,111 010,X,101 001,X,111 100,X,011 010,110 010,110 010,101 001,X
Amelia Taylor,Admin,100 100,111 100,X,X,001 001,001 001,010 010,011 001,010 010,X,111 001,100 100,101 001,110 100
William Lewis,Admin,X,001 001,100 100,110 100,010 010,X,111 010,110 010,101 001,X,111 001,101 100,X,X
Dorothy Robinson,Doctor,X,X,X,001 001,111 010,111 001,X,111 010,100 100,011 001,X,001 001,101 100,110 010
Benjamin Johnson,Admin,001 001,011 001,001 001,011 001,101 100,111 001,001 001,111 001,011 010,110 100,110 010,X,X,X
Ava Brown,Doctor,111 100,111 010,X,X,111 100,010 010,110 010,111 010,X,101 001,001 001,X,110 010,111 100
Emma Young,Doctor,110 100,111 010,011 010,111 010,100 100,X,001 001,100 100,110 010,100 100,011 001,011 010,110 010,101 100
John Allen,Doctor,010 010,111 001,010 010,111 010,111 010,101 001,010 010,011 010,101 100,X,X,011 010,X,X
John Anderson,Doctor,111 010,100 100,001 001,110 010,X,010 010,111 010,100 100,111 100,101 001,010 010,001 001,X,010 010
Ava Martin,Admin,101 001,010 010,111 001,100 100,X,X,111 010,111 010,010 010,X,001 001,110 010,111 100,111 100
Charles Lopez,Admin,X,111 010,111 001,011 001,010 010,X,110 100,101 001,010 010,X,X,011 010,111 010,111 001
John Young,Doctor,111 001,X,X,101 001,111 010,111 010,110 010,001 001,101 001,X,010 010,010 010,101 001,111 001
Jennifer Scott,Nurse,101 001,111 100,X,111 010,111 010,110 010,011 001,X,X,X,110 010,111 010,100 100,X
Charlotte Scott,Nurse,X,X,111 010,011 001,111 010,011 010,011 010,001 001,100 100,X,X,X,011 001,100 100
Dorothy Williams,Nurse,001 001,X,011 010,X,X,111 100,001 001,110 010,X,001 001,X,111 001,X,011 001
Evelyn Wright,Doctor,X,001 001,111 100,X,110 100,011 001,001 001,111 010,X,111 100,101 001,100 100,011 001,X
Isabella Nguyen,Doctor,010 010,100 100,011 010,X,111 001,X,X,X,100 100,111 010,011 010,X,100 100,100 100
William Rodriguez,Admin,111 010,X,001 001,001 001,X,111 100,101 100,100 100,110 010,011 001,010 010,111 001,X,010 010
Richard Allen,Admin,X,X,111 010,001 001,100 100,001 001,111 001,010 010,010 010,111 001,X,X,111 100,111 010
Charlotte Moore,Doctor,X,100 100,X,011 001,X,011 010,110 010,111 100,010 010,X,010 010,111 010,110 010,111 010
Thomas Jackson,Admin,111 001,X,110 100,X,010 010,110 100,010 010,X,111 001,101 001,X,110 100,111 010,100 100
Emma Thompson,Admin,001 001,111 100,111 010,X,011 001,111 010,X,110 010,111 100,X,111 010,010 010,111 001,011 001
Richard White,Admin,001 001,100 100,X,X,111 100,101 001,111 010,X,111 010,X,001 001,110 100,111 001,101 100
Liam Martin,Admin,111 001,011 010,011 001,111 010,011 001,110 100,X,X,001 001,101 001,100 100,010 010,101 001,111 001
Mia Wilson,Doctor,011 001,111 010,X,111 100,111 100,111 100,111 100,010 010,X,X,111 001,111 100,110 100,101 100
Charlotte Sanchez,Admin,101 100,111 100,100 100,X,001 001,001 001,111 001,111 001,010 010,X,X,001 001,X,101 100
David Hernandez,Nurse,101 100,011 001,011 001,110 100,101 100,010 010,111 100,X,111 010,001 001,111 100,101 100,110 100,011 001
James Jones,Nurse,X,101 001,111 010,110 100,X,111 001,111 010,X,101 100,X,110 100,111 001,101 001,011 001
Alexander Miller,Nurse,111 100,110 100,001 001,100 100,010 010,111 010,111 001,111 010,010 010,111 100,X,010 010,101 001,X
Liam White,Nurse,001 001,100 100,111 100,X,100 100,111 010,X,010 010,110 010,X,111 001,011 010,110 100,001 001
Lisa Harris,Doctor,001 001,001 001,X,111 010,101 100,X,111 010,010 010,111 010,111 010,010 010,111 100,001 001,111 010
William Lopez,Nurse,X,010 010,X,X,111 001,X,X,111 001,101 100,100 100,011 001,X,110 010,110 100
Susan Nguyen,Nurse,111 100,010 010,111 100,X,110 100,001 001,111 100,X,010 010,111 100,111 100,010 010,010 010,100 100
Susan Allen,Doctor,011 010,010 010,100 100,X,111 001,100 100,010 010,X,X,X,X,110 010,X,001 001
Noah Garcia,Nurse,110 100,X,X,010 010,111 001,X,111 100,X,001 001,001 001,101 001,111 100,X,X
Charlotte Smith,Admin,100 100,X,001 001,X,111 001,111 100,X,X,111 100,110 100,X,X,010 010,111 010
Lisa Lewis,Nurse,111 010,111 100,001 001,111 001,111 010,110 100,101 001,111 010,X,100 100,010 010,111 100,X,110 010
Charlotte Wilson,Admin,110 010,010 010,101 001,X,X,X,111 001,101 001,110 010,100 100,011 001,111 001,110 100,100 100
Michael Ramirez,Doctor,X,011 001,111 100,110 100,101 001,X,100 100,100 100,110 010,011 010,X,111 100,X,001 001
Joseph Rodriguez,Admin,110 010,101 001,X,011 010,110 010,100 100,X,011 001,100 100,001 001,110 010,010 010,X,010 010
Lucas Rodriguez,Nurse,110 100,010 010,011 001,011 010,111 001,111 010,111 100,X,110 010,X,X,001 001,010 010,010 010
Barbara Lewis,Nurse,X,010 010,101 100,010 010,011 001,X,X,111 001,001 001,100 100,X,111 010,111 100,X
Oliver Taylor,Nurse,101 100,100 100,111 001,111 010,111 010,X,111 010,111 001,111 100,010 010,111 010,X,X,X
Susan Williams,Doctor,X,010 010,110 010,001 001,011 010,X,X,110 100,100 100,100 100,110 100,110 100,111 010,X
Harper Martinez,Nurse,100 100,111 010,111 100,101 001,110 100,001 001,100 100,X,001 001,X,X,111 001,001 001,X
Noah Scott,Doctor,110 100,001 001,111 100,X,101 100,111 100,001 001,111 100,011 010,X,111 100,X,110 010,X
Barbara Johnson,Admin,101 001,100 100,011 010,101 100,X,110 100,X,X,111 010,X,011 010,111 001,111 001,111 100
Sophia Davis,Nurse,110 010,011 001,X,001 001,111 001,110 010,110 010,110 100,110 100,X,111 001,X,001 001,011 001
Olivia Gonzalez,Admin,111 001,110 010,111 100,110 100,X,010 010,110 010,110 010,X,X,X,011 010,011 010,111 001
Thomas Williams,Doctor,111 010,111 010,010 010,001 001,010 010,X,111 010,010 010,001 001,X,101 100,010 010,100 100,111 010
James Moore,Doctor,111 001,011 001,011 010,111 100,111 010,X,101 001,010 010,X,X,X,100 100,111 100,001 001
Susan Anderson,Nurse,111 010,101 100,111 100,111 010,X,001 001,111 001,011 010,011 010,X,100 100,111 001,110 100,X
James Lewis,Admin,001 001,101 001,X,011 010,011 001,010 010,001 001,111 100,111 001,110 010,X,001 001,010 010,100 100
John Nguyen,Doctor,111 001,100 100,100 100,010 010,101 100,X,111 010,100 100,111 100,111 001,110 010,111 001,110 100,100 100
Ava Flores,Doctor,111 001,011 001,X,X,011 001,111 100,111 100,111 010,X,110 010,110 100,101 100,100 100,010 010
Sophia Wright,Admin,111 010,100 100,010 010,111 010,X,101 001,X,101 100,010 010,X,010 010,X,100 100,011 010
Liam Brown,Nurse,101 100,111 001,X,111 010,X,101 100,010 010,100 100,001 001,011 010,011 010,100 100,100 100,110 100
Lucas Lee,Doctor,011 001,111 100,X,X,111 100,X,X,011 010,001 001,010 010,111 001,X,X,X
Joseph Thompson,Admin,011 001,X,111 100,101 100,001 001,101 001,010 010,111 100,X,X,110 010,111 001,101 100,101 001
Emma Lewis,Admin,101 100,111 100,X,111 100,X,001 001,010 010,001 001,010 010,100 100,001 001,111 001,110 100,X
Mia Jackson,Admin,011 001,111 100,X,111 100,110 010,X,111 010,011 001,010 010,010 010,110 100,X,011 001,110 010
Margaret Ramirez,Nurse,X,011 001,111 010,X,X,X,111 001,001 001,010 010,100 100,X,011 010,101 001,X
Harper Harris,Doctor,X,111 010,101 100,010 010,100 100,001 001,011 010,111 010,110 010,001 001,101 001,011 001,111 100,001 001
Linda Harris,Doctor,011 001,X,011 010,111 001,110 100,100 100,111 010,X,X,X,001 001,001 001,001 001,011 001
Linda Perez,Nurse,111 100,111 010,111 010,111 010,110 010,010 010,111 100,X,010 010,011 001,111 010,111 100,X,011 001
William Martin,Doctor,010 010,111 001,X,100 100,111 001,X,101 001,X,101 100,001 001,010 010,111 001,111 001,111 100
Thomas Walker,Admin,111 100,101 100,111 001,100 100,X,011 001,010 010,X,001 001,111 010,101 100,101 100,100 100,100 100
Margaret Clark,Nurse,111 100,111 001,111 001,X,001 001,010 010,X,010 010,011 010,X,111 001,110 010,X,X
William Robinson,Doctor,X,100 100,101 100,100 100,001 001,111 010,011 010,101 001,011 010,001 001,110 010,110 100,X,X
Elizabeth Martinez,Doctor,110 100,110 010,111 100,100 100,001 001,011 010,111 100,110 100,111 001,111 010,110 100,111 010,001 001,X
Liam Williams,Nurse,101 100,110 010,110 100,011 010,X,001 001,111 010,100 100,010 010,101 001,101 100,101 001,X,011 010
Susan Harris,Doctor,111 001,100 100,110 010,X,X,001 001,111 100,X,111 100,100 100,X,111 001,111 010,111 001
Olivia Martinez,Admin,111 010,110 010,X,011 010,111 001,111 001,X,X,110 010,X,X,X,100 100,101 100
Robert Johnson,Admin,111 100,X,111 010,100 100,101 100,001 001,101 100,X,X,010 010,X,110 010,011 010,101 100
Amelia Gonzalez,Admin,101 100,110 100,110 100,001 001,111 001,011 010,010 010,111 100,001 001,001 001,X,X,101 001,101 001
Alexander Lewis,Nurse,110 010,001 001,111 001,001 001,010 010,101 001,010 010,100 100,111 001,010 010,X,110 100,X,111 100
Michael Flores,Nurse,111 100,111 100,101 001,011 010,111 001,111 001,X,101 001,010 010,111 001,110 010,001 001,111 100,X
Joseph Clark,Doctor,111 010,010 010,011 001,101 001,011 010,X,111 001,X,X,011 001,100 100,111 100,001 001,010 010
Dorothy Anderson,Doctor,011 010,001 001,X,111 100,101 100,X,101 100,010 010,110 100,001 001,100 100,001 001,X,100 100
Charlotte Jones,Nurse,111 001,111 001,111 010,111 001,100 100,111 001,110 100,101 001,111 100,X,111 100,X,001 001,101 001
Dorothy Scott,Nurse,111 100,X,010 010,011 001,111 001,010 010,101 100,100 100,100 100,011 010,111 010,X,X,010 010
Lisa Young,Doctor,101 100,010 010,X,110 010,110 100,X,011 001,111 001,X,100 100,X,001 001,011 010,X
Dorothy Harris,Admin,010 010,X,001 001,111 010,111 100,X,111 001,X,001 001,001 001,110 010,X,111 001,X
Emma Brown,Nurse,111 100,X,101 100,X,X,111 001,100 100,110 010,010 010,111 010,101 001,101 001,100 100,001 001
Mia Miller,Admin,110 010,001 001,010 010,001 001,X,101 100,X,110 100,011 001,111 100,111 100,111 010,110 010,001 001
Thomas Martin,Nurse,010 010,101 100,110 010,X,011 010,111 001,011 010,110 100,110 100,110 010,X,100 100,101 100,111 001
Mia Walker,Admin,011 001,010 010,001 001,100 100,001 001,010 010,100 100,001 001,111 001,101 100,101 100,111 001,111 100,X
Michael Williams,Admin,X,X,111 001,001 001,X,100 100,110 010,X,111 010,X,010 010,111 001,010 010,010 010
Isabella Wilson,Doctor,X,101 100,110 100,010 010,X,101 001,101 100,001 001,X,X,111 001,X,110 010,X
Robert Sanchez,Nurse,110 010,X,011 001,011 010,100 100,010 010,110 100,101 001,011 001,111 100,X,110 100,010 010,111 100
Benjamin Gonzalez,Nurse,110 100,X,011 001,011 001,111 010,010 010,010 010,111 001,X,111 001,110 010,X,111 001,110 100
Charles Jones,Admin,100 100,011 010,X,010 010,001 001,111 001,111 010,111 100,111 100,010 010,001 001,X,X,X
Liam Gonzalez,Doctor,X,111 100,111 100,001 001,001 001,101 100,111 001,100 100,111 010,111 100,111 001,111 100,010 010,X
Benjamin Harris,Doctor,X,111 001,X,111 010,111 001,101 100,111 001,X,101 100,001 001,X,001 001,001 001,111 001
Evelyn Martinez,Admin,101 001,X,001 001,111 001,110 100,111 100,111 010,111 100,001 001,X,101 100,101 100,111 001,111 001
Evelyn Lee,Admin,110 010,011 010,010 010,011 010,001 001,110 100,X,001 001,111 010,111 001,X,111 100,X,111 001
Ava Walker,Nurse,X,X,X,X,111 010,X,011 010,X,X,100 100,101 001,001 001,110 010,110 010
Dorothy Lopez,Doctor,011 001,111 001,X,111 010,X,011 001,001 001,X,011 001,111 010,111 010,111 001,111 100,011 001
Linda Anderson,Admin,100 100,011 010,X,110 010,X,X,111 100,111 010,110 100,X,101 100,001 001,100 100,X
David Davis,Nurse,X,X,100 100,111 001,X,111 001,100 100,111 001,100 100,111 001,001 001,111 010,100 100,001 001
Liam Anderson,Doctor,001 001,110 010,011 001,010 010,111 100,010 010,011 010,001 001,011 001,111 100,100 100,X,110 010,111 001
Benjamin Ramirez,Doctor,100 100,X,X,111 001,X,110 010,111 010,101 001,X,100 100,111 001,111 001,011 001,111 100
Jennifer Flores,Admin,010 010,101 100,010 010,100 100,101 100,001 001,111 100,011 010,110 100,X,001 001,X,100 100,X
Lucas Young,Nurse,010 010,110 100,011 010,001 001,X,101 100,111 100,101 001,111 100,001 001,110 010,010 010,X,011 010
Mary Sanchez,Doctor,100 100,X,X,100 100,100 100,X,101 001,001 001,X,001 001,X,110 100,X,X
William Davis,Admin,111 001,X,110 010,X,010 010,111 010,X,X,101 001,X,011 010,001 001,X,110 100
Charles Torres,Doctor,001 001,X,101 100,X,110 010,111 010,X,010 010,X,111 001,X,010 010,111 010,100 100
James Robinson,Doctor,001 001,X,011 001,111 100,111 001,011 001,100 100,111 010,011 001,111 001,X,010 010,111 001,111 100
Emma Thomas,Admin,111 001,X,011 001,100 100,010 010,101 001,X,111 001,001 001,010 010,001 001,100 100,X,010 010
Barbara Thompson,Doctor,111 100,110 010,011 001,111 001,111 010,X,010 010,110 010,100 100,X,101 100,010 010,111 010,010 010
Barbara Clark,Nurse,X,X,111 010,010 010,X,X,X,X,110 010,X,100 100,111 001,111 010,100 100
Patricia Robinson,Nurse,111 010,101 001,011 010,001 001,111 100,X,111 001,010 010,111 001,011 001,111 001,010 010,001 001,X
Henry Gonzalez,Nurse,111 001,X,X,011 010,X,111 010,111 010,001 001,X,101 100,111 100,111 001,111 001,110 100
Lucas Jackson,Admin,110 100,111 100,X,010 010,100 100,X,101 100,011 010,101 001,110 010,110 010,010 010,111 010,101 100
Amelia Johnson,Nurse,010 010,100 100,101 100,111 010,100 100,100 100,101 001,001 001,111 100,X,110 010,X,100 100,100 100
Mary Hernandez,Admin,010 010,X,110 010,001 001,010 010,110 100,011 001,101 100,111 100,011 010,110 100,001 001,X,001 001
Henry Taylor,Admin,110 010,110 100,010 010,111 001,011 010,111 001,011 001,100 100,101 100,111 001,101 001,X,111 001,X
Evelyn Lopez,Nurse,100 100,010 010,011 001,X,100 100,111 100,110 100,X,100 100,X,X,111 010,101 001,010 010
Michael Walker,Doctor,111 001,X,001 001,111 001,X,101 100,011 001,X,010 010,010 010,X,100 100,111 010,100 100
Margaret Brown,Doctor,011 001,111 010,101 100,X,X,111 001,001 001,001 001,001 001,111 010,X,101 100,010 010,111 001
Alexander Brown,Admin,X,110 100,101 100,X,010 010,X,X,X,111 001,110 010,X,011 001,X,110 010
Lucas Clark,Doctor,011 010,111 100,111 010,X,111 100,X,111 010,110 100,010 010,100 100,111 010,001 001,110 100,111 100
Charles Smith,Doctor,X,X,101 100,111 010,X,101 100,X,X,100 100,010 010,110 010,101 100,111 100,X
Lisa Robinson,Nurse,X,001 001,X,X,X,X,111 001,010 010,X,011 010,101 001,X,001 001,101 100
Richard Clark,Doctor,111 100,101 100,X,101 100,111 001,111 100,111 100,X,101 100,101 100,110 010,111 010,X,100 100
Linda Lopez,Admin,101 100,111 010,011 001,111 100,101 001,X,110 010,001 001,110 010,101 100,011 001,111 010,X,101 001
Evelyn Young,Nurse,011 001,100 100,111 100,111 100,111 010,111 100,X,111 100,010 010,X,110 100,111 100,001 001,110 010
Jennifer Perez,Doctor,X,110 100,111 001,101 100,X,011 010,X,110 010,010 010,111 100,X,111 010,111 100,X
Richard Martin,Doctor,111 010,111 100,011 010,001 001,110 010,101 001,111 010,101 100,001 001,100 100,X,111 010,X,111 010
Dorothy Jackson,Nurse,010 010,111 001,110 100,111 001,X,X,X,010 010,111 001,001 001,111 100,111 001,101 100,111 010
Richard Taylor,Nurse,010 010,X,X,011 010,X,110 010,111 010,110 100,111 100,001 001,110 100,X,111 100,011 010
Amelia Ramirez,Nurse,111 010,101 100,X,X,111 001,010 010,111 100,111 001,100 100,111 100,X,001 001,110 010,111 001
Harper Hernandez,Admin,111 010,X,111 100,111 010,110 010,111 001,001 001,100 100,X,001 001,X,001 001,010 010,X
Olivia Taylor,Doctor,X,X,010 010,111 010,X,X,111 010,001 001,010 010,111 001,111 001,X,111 010,111 001
Isabella Anderson,Doctor,X,111 010,100 100,111 010,111 001,001 001,100 100,110 010,X,101 001,111 100,100 100,111 001,X
Oliver Robinson,Admin,111 100,001 001,101 100,111 100,110 010,010 010,X,011 010,X,011 010,111 001,111 010,111 100,X
Evelyn Jackson,Nurse,111 100,111 001,011 010,X,010 010,111 001,001 001,010 010,100 100,010 010,010 010,X,111 100,X
Ava Jones,Doctor,111 100,110 100,X,X,001 001,111 010,001 001,100 100,X,111 100,100 100,111 001,111 001,X
Emma Jackson,Admin,X,X,X,101 100,111 100,111 100,001 001,101 001,110 100,111 010,111 100,X,101 100,010 010
Jennifer Robinson,Admin,110 010,001 001,110 100,011 001,100 100,X,010 010,X,101 100,101 001,001 001,X,001 001,010 010
Michael Torres,Admin,010 010,111 001,101 001,111 001,110 010,X,101 001,X,111 010,X,111 010,111 001,010 010,001 001
William Flores,Doctor,001 001,010 010,111 010,X,X,111 010,101 001,010 010,001 001,111 001,111 001,X,111 001,X
Patricia Miller,Admin,110 010,011 010,110 100,X,111 100,110 010,X,111 010,111 100,X,111 100,010 010,X,110 010
Isabella Johnson,Doctor,010 010,111 100,101 001,X,X,111 100,X,X,001 001,010 010,110 010,010 010,010 010,101 001
Susan Wright,Admin,X,110 010,001 001,X,111 100,011 001,X,X,010 010,111 001,011 001,X,X,X
Margaret Jones,Doctor,110 100,111 010,011 001,111 010,X,110 010,111 001,X,X,X,001 001,111 001,110 100,010 010
Lisa Sanchez,Doctor,001 001,100 100,010 010,111 100,111 010,001 001,100 100,100 100,101 100,X,010 010,101 001,111 001,111 010
Sophia Robinson,Admin,100 100,X,101 100,011 010,110 100,X,X,X,011 010,100 100,010 010,110 100,100 100,X
David Williams,Admin,X,101 001,100 100,X,X,101 100,111 010,111 001,010 010,011 010,111 100,111 010,111 100,010 010
Ava Taylor,Nurse,011 010,X,X,100 100,X,111 100,011 001,101 100,100 100,X,101 100,001 001,100 100,111 100
James Hill,Admin,X,101 001,X,001 001,X,111 100,X,X,X,011 010,X,011 010,X,001 001
Elijah Thomas,Doctor,X,111 010,011 001,111 100,X,010 010,X,010 010,101 100,110 100,X,110 010,111 100,110 010
William Thompson,Doctor,100 100,X,011 001,101 001,110 010,011 001,111 001,110 100,X,101 100,111 100,011 001,X,101 100
William Hernandez,Admin,100 100,010 010,001 001,111 010,111 100,100 100,100 100,111 010,X,110 100,X,X,011 001,001 001
Charlotte Miller,Doctor,111 010,100 100,100 100,101 100,110 010,X,011 010,010 010,110 010,X,110 010,X,011 010,010 010
William Brown,Admin,X,001 001,X,X,111 100,111 010,111 010,111 100,110 100,X,111 100,001 001,010 010,001 001
Benjamin Miller,Doctor,X,111 001,010 010,111 100,X,001 001,111 100,100 100,100 100,110 100,110 100,110 010,111 100,111 010
Michael Gonzalez,Admin,110 010,100 100,X,001 001,001 001,110 100,111 001,111 001,010 010,X,X,100 100,111 001,010 010
Jennifer Brown,Nurse,110 010,100 100,X,X,111 001,010 010,010 010,111 010,111 001,111 001,101 001,101 100,100 100,111 001
Barbara Lopez,Doctor,111 100,011 001,110 010,111 100,111 001,101 100,111 001,001 001,X,010 010,111 001,111 010,100 100,001 001
Alexander Jones,Doctor,111 001,101 100,010 010,010 010,X,X,111 100,101 100,111 010,X,110 100,100 100,001 001,101 001
Isabella White,Nurse,110 100,X,111 010,111 001,111 001,X,X,011 001,101 100,X,111 001,011 001,111 010,101 100
Mia Allen,Admin,X,110 100,X,101 001,111 001,X,111 100,100 100,X,111 001,X,111 100,010 010,X
Barbara Thomas,Admin,010 010,X,111 100,100 100,101 001,111 100,X,011 001,X,X,111 001,011 001,111 010,001 001
Charles Johnson,Admin,X,X,X,111 010,101 100,101 001,110 010,X,010 010,011 001,010 010,110 100,111 001,011 010
Elizabeth Jones,Doctor,101 100,011 001,111 100,011 010,111 001,011 001,101 100,111 010,111 001,111 010,111 010,100 100,011 001,X
Robert Wright,Nurse,111 010,111 010,111 010,110 100,X,X,110 010,X,X,111 001,111 100,111 100,111 010,X
James Perez,Doctor,X,011 010,101 001,010 010,111 100,111 001,X,010 010,111 100,X,X,111 100,001 001,010 010
Isabella Rodriguez,Nurse,X,100 100,X,010 010,101 100,110 100,X,111 001,001 001,110 010,X,X,110 100,001 001
Mia Harris,Nurse,X,X,110 010,111 100,101 100,110 010,001 001,X,X,111 001,111 001,X,X,111 100
James Johnson,Admin,111 001,011 010,001 001,X,001 001,010 010,010 010,111 010,X,110 010,110 010,X,X,111 010
Olivia Moore,Nurse,001 001,010 010,101 100,111 001,111 001,011 010,100 100,111 100,011 001,X,111 001,110 010,X,011 001
Noah Brown,Doctor,111 010,110 010,010 010,X,010 010,001 001,100 100,011 001,111 100,110 100,001 001,X,111 100,X
William Nguyen,Doctor,111 001,111 100,011 001,X,001 001,X,111 001,111 010,111 010,101 001,X,X,X,110 010
John Thompson,Doctor,001 001,010 010,X,111 001,010 010,100 100,111 001,101 001,100 100,X,X,100 100,110 100,100 100
Richard Johnson,Doctor,010 010,111 001,001 001,101 100,100 100,110 100,010 010,011 010,011 001,X,110 100,001 001,011 010,100 100
Isabella Harris,Doctor,X,X,111 010,001 001,011 010,111 010,010 010,101 100,X,001 001,001 001,X,110 100,111 100
Richard Thomas,Nurse,X,111 001,011 010,111 100,101 100,001 001,111 001,010 010,X,110 100,X,100 100,X,111 001
Olivia White,Nurse,100 100,111 100,X,111 100,011 001,100 100,101 100,111 010,X,111 100,100 100,100 100,001 001,101 100
William Martinez,Nurse,011 001,100 100,100 100,X,010 010,X,011 010,101 001,001 001,111 100,111 100,X,110 100,010 010
John Lee,Nurse,011 001,101 001,011 001,X,111 100,X,111 100,010 010,001 001,010 010,X,X,111 010,100 100
Isabella Wright,Doctor,111 010,010 010,X,111 001,111 100,111 001,X,110 010,001 001,X,101 001,011 001,111 001,101 100
Henry Hernandez,Doctor,111 010,X,X,110 010,X,101 001,111 001,X,010 010,100 100,011 001,100 100,010 010,110 100
Charles White,Nurse,001 001,111 001,010 010,100 100,111 100,110 100,X,110 010,111 001,001 001,011 010,111 010,111 010,111 010
Henry Young,Doctor,011 010,111 001,010 010,001 001,111 001,011 010,001 001,101 100,111 001,X,110 010,111 010,011 010,100 100
Robert Taylor,Admin,010 010,100 100,X,111 001,101 001,X,111 010,X,101 100,111 001,011 010,010 010,X,101 001
David Martinez,Nurse,101 001,110 010,110 100,X,010 010,111 010,111 100,111 001,111 010,111 001,101 001,111 001,110 100,X
James Williams,Doctor,X,111 100,110 100,001 001,011 010,010 010,100 100,011 010,X,111 100,011 001,111 010,111 001,100 100
Thomas Ramirez,Admin,001 001,101 100,010 010,111 001,110 010,101 100,X,111 001,111 100,110 010,X,111 100,011 010,010 010
